"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"625","Julius Honka","DAL","D","29","366.53333333333","0","4","4","0","4","26.67"
"653","Juho Lammikko","FLA","R","40","360.08333333333","0","4","3","1","4","57.14"
"674","Sammy Blais","STL","L","32","307.46666666667","2","2","2","0","4","40.00"
"689","Jonas Siegenthaler","WSH","D","26","336","0","4","2","2","4","28.57"
"744","Andreas Martinsen","CHI","L","24","182.63333333333","1","3","3","0","4","80.00"
"764","Sami Niku","WPG","D","30","404.65","1","3","0","3","4","28.57"
"783","Carl Grundstrom","L.A","R","15","190.71666666667","4","0","0","0","4","66.67"
"795","Max Jones","ANA","L","30","348.96666666667","2","2","2","0","4","40.00"
"894","Ilya Lyubushkin","ARI","D","41","548.43333333333","0","4","3","1","4","26.67"
"10","Matt Hendricks","MIN, WPG","C","26","208.86666666667","0","3","3","0","3","60.00"
"121","Patrik Berglund","BUF","C","23","251.48333333333","1","2","1","1","3","75.00"
"140","Steven Kampfer","BOS","D","35","453.53333333333","2","1","1","0","3","23.08"
"155","Thomas Hickey","NYI","D","40","619.58333333333","0","3","2","1","3","13.64"
"179","Micheal Haley","FLA, S.J","C","43","343.28333333333","1","2","2","0","3","37.50"
"223","Zac Rinaldo","NSH","C, L","23","162.66666666667","1","2","2","0","3","75.00"
"346","Kevin Gravel","EDM","D","36","466.95","0","3","2","1","3","18.75"
"347","Anthony Bitetto","MIN, NSH","D","36","415.65","0","3","1","2","3","27.27"
"354","Ben Street","ANA","C","21","208.51666666667","3","0","0","0","3","100.00"
"364","Scott Wilson","BUF","L","15","151.41666666667","0","3","2","1","3","100.00"
"402","Xavier Ouellet","MTL","D","19","289.31666666667","0","3","1","2","3","37.50"
"436","Brad Hunt","MIN, VGK","D","42","510.16666666667","1","2","2","0","3","21.43"
"450","Brendan Gaunce","VAN","C","3","22.833333333333","1","2","1","1","3","75.00"
"495","Gemel Smith","BOS, DAL","C","17","141.36666666667","2","1","1","0","3","75.00"
"532","Jonny Brodzinski","L.A","L","13","125.11666666667","2","1","1","0","3","60.00"
"557","Valentin Zykov","CAR, EDM, VGK","L","28","235.35","2","1","0","1","3","75.00"
"562","Nic Petan","TOR, WPG","C, L","18","128.78333333333","1","2","1","1","3","75.00"
"647","Vladislav Kamenev","COL","C","23","168.56666666667","0","3","1","2","3","60.00"
"668","Clark Bishop","CAR","C","20","181.38333333333","1","2","2","0","3","37.50"
"671","Anders Bjork","BOS","L","20","216.23333333333","1","2","1","1","3","75.00"
"734","Denis Gurianov","DAL","R","21","201.53333333333","1","2","1","1","3","100.00"
"800","Jordan Kyrou","STL","C","16","148.28333333333","1","2","2","0","3","75.00"
"810","Nathan Bastian","N.J","R","7","73.983333333333","3","0","0","0","3","100.00"
"811","Michael McLeod","N.J","C","21","246","0","3","1","2","3","100.00"
"814","Alexander Nylander","BUF","R","12","133.3","1","2","2","0","3","75.00"
"834","Joseph Gambardella","EDM","C","15","121.4","0","3","2","1","3","50.00"
"836","Juuso Valimaki","CGY","D","24","331.06666666667","1","2","1","1","3","30.00"
"852","Ryan Poehling","MTL","C","1","10.166666666667","3","0","0","0","3","100.00"
"863","Oscar Fantenberg","CGY, L.A","D","61","870.68333333333","2","1","1","0","3","10.34"
"869","Max Veronneau","OTT","R","12","134.16666666667","1","2","0","2","3","100.00"
"891","Juuso Riikola","PIT","D","37","559.95","0","3","1","2","3","14.29"
"69","Andrej Sekera","EDM","D","24","340.11666666667","0","2","1","1","2","13.33"
"74","Matt Hunwick","BUF","D","14","199.35","0","2","2","0","2","66.67"
"95","Chris Butler","STL","D","13","168.71666666667","1","1","1","0","2","28.57"
"96","Tom Pyatt","OTT","L","37","362.11666666667","0","2","1","1","2","50.00"
"187","Luke Schenn","ANA, VAN","D","26","327.16666666667","0","2","0","2","2","28.57"
"207","Jori Lehtera","PHI","C","27","201.03333333333","1","1","1","0","2","40.00"
"222","Luke Witkowski","DET","R","34","303.93333333333","0","2","2","0","2","16.67"
"225","Dalton Prout","CGY","D","20","236.61666666667","1","1","1","0","2","18.18"
"282","Jordan Nolan","STL","C","14","109.48333333333","0","2","1","1","2","28.57"
"285","Darren Archibald","OTT, VAN","R","12","88.3","1","1","0","1","2","66.67"
"288","Andrew Agozzino","COL","L","11","79.65","1","1","0","1","2","66.67"
"313","Alex Petrovic","EDM, FLA","D","35","514.51666666667","0","2","0","2","2","22.22"
"434","Tomas Hyka","VGK","R","17","163.26666666667","1","1","0","1","2","28.57"
"520","Chad Ruhwedel","PIT","D","18","259.7","1","1","0","1","2","33.33"
"525","Tyler Lewington","WSH","D","2","26.483333333333","1","1","0","1","2","66.67"
"533","Josh Brown","FLA","D","37","455.61666666667","1","1","0","1","2","18.18"
"544","Nick Paul","OTT","L","20","168.33333333333","1","1","0","1","2","50.00"
"553","Ian McCoshen","FLA","D","19","230.96666666667","1","1","0","1","2","28.57"
"638","Joshua Ho-Sang","NYI","R","10","124.85","1","1","1","0","2","66.67"
"676","Victor Olofsson","BUF","L","6","93.45","0","2","2","0","2","50.00"
"683","Danick Martel","T.B","L","9","89.55","0","2","2","0","2","50.00"
"703","A.J. Greer","COL","L","15","93.8","1","1","1","0","2","100.00"
"752","Mikhail Vorobyev","PHI","C","15","125.9","1","1","0","1","2","33.33"
"766","Philippe Myers","PHI","D","21","292.13333333333","1","1","0","1","2","22.22"
"798","Josh Mahura","ANA","D","17","218.1","1","1","0","1","2","33.33"
"832","Gavin Bayreuther","DAL","D","19","300.98333333333","1","1","1","0","2","18.18"
"851","Martin Necas","CAR","C","7","54.45","1","1","0","1","2","100.00"
"858","C.J. Smith","BUF","L","11","113.23333333333","2","0","0","0","2","66.67"
"872","Adam Johnson","PIT","C","6","31.833333333333","0","2","1","1","2","66.67"
"882","Isac Lundestrom","ANA","C","15","169.65","0","2","1","1","2","33.33"
"18","Tomas Plekanec","MTL","C","3","26.883333333333","1","0","0","0","1","50.00"
"76","Cody McLeod","NSH, NYR","L","38","245.16666666667","1","0","0","0","1","25.00"
"83","Martin Hanzal","DAL","C","7","64.2","0","1","1","0","1","50.00"
"116","Matt Beleskey","NYR","L","4","29.483333333333","1","0","0","0","1","100.00"
"130","Erik Condra","DAL","R","6","68.2","1","0","0","0","1","100.00"
"137","Karl Alzner","MTL","D","9","132.68333333333","0","1","1","0","1","25.00"
"144","Eric Tangradi","N.J","L","6","71.916666666667","0","1","1","0","1","100.00"
"193","Luca Sbisa","NYI","D","9","122.06666666667","0","1","0","1","1","33.33"
"202","Zac Dalpe","CBJ","C","1","9.0166666666667","0","1","1","0","1","100.00"
"210","Matt Donovan","NSH","D","2","14.533333333333","0","1","0","1","1","100.00"
"221","Mark Barberio","COL","D","12","151.11666666667","1","0","0","0","1","25.00"
"224","Matt Bartkowski","MIN","D","2","20.333333333333","1","0","0","0","1","50.00"
"229","Brian Lashoff","DET","D","4","49.683333333333","0","1","0","1","1","50.00"
"259","Stefan Elliott","OTT","D","3","23.9","0","1","0","1","1","100.00"
"274","Wade Megan","DET","C","11","84.866666666667","0","1","1","0","1","50.00"
"284","Justin Dowling","DAL","C","11","127.01666666667","0","1","1","0","1","50.00"
"297","Justin Holl","TOR","D","11","135.6","0","1","0","1","1","16.67"
"342","Sam Carrick","ANA","C","6","59.733333333333","0","1","1","0","1","100.00"
"348","Brandon Davidson","CHI","D","10","122.21666666667","0","1","0","1","1","33.33"
"356","Matt Read","MIN","R","12","129.28333333333","1","0","0","0","1","20.00"
"367","Max McCormick","OTT","L","14","100.58333333333","1","0","0","0","1","100.00"
"374","Blake Pietila","N.J","L","19","222.8","0","1","1","0","1","25.00"
"386","Kyle Rau","MIN","C","6","41.666666666667","0","1","0","1","1","100.00"
"438","Cameron Schilling","WPG","D","4","43.95","0","1","0","1","1","50.00"
"457","Jordan Schmaltz","STL","D","20","212.28333333333","0","1","1","0","1","20.00"
"491","Dominic Toninato","COL","C","2","12.933333333333","1","0","0","0","1","100.00"
"513","Kurtis MacDermid","L.A","D","11","96.683333333333","0","1","1","0","1","25.00"
"514","Ashton Sautner","VAN","D","17","239.28333333333","0","1","0","1","1","14.29"
"530","Connor Clifton","BOS","D","19","317.28333333333","0","1","0","1","1","10.00"
"559","Remi Elie","BUF","L","16","147.01666666667","0","1","0","1","1","100.00"
"563","Dillon Heatherington","DAL","D","5","50.683333333333","0","1","1","0","1","20.00"
"565","Justin Bailey","PHI","R","11","63.083333333333","0","1","1","0","1","50.00"
"597","Nathan Walker","WSH","L","3","21.933333333333","0","1","1","0","1","100.00"
"606","Daniel Carr","VGK","L","6","58.116666666667","1","0","0","0","1","50.00"
"618","Haydn Fleury","CAR","D","20","241.11666666667","0","1","1","0","1","7.69"
"627","Sonny Milano","CBJ","L","8","64.916666666667","1","0","0","0","1","33.33"
"636","Nikita Scherbak","L.A","R","8","79.816666666667","1","0","0","0","1","50.00"
"640","John Quenneville","N.J","C","19","194.78333333333","1","0","0","0","1","16.67"
"666","Michael Bunting","ARI","L","5","47.683333333333","1","0","0","0","1","100.00"
"672","Rourke Chartier","S.J","C","13","116.53333333333","1","0","0","0","1","50.00"
"678","Jacob Middleton","S.J","D","3","28.6","0","1","0","1","1","50.00"
"704","Brendan Guhle","ANA, BUF","D","8","107.5","0","1","1","0","1","50.00"
"724","Jeremy Lauzon","BOS","D","16","211.3","1","0","0","0","1","33.33"
"731","Filip Chlapik","OTT","C","5","59.266666666667","1","0","0","0","1","50.00"
"768","Tanner Fritz","NYI","C","8","83.733333333333","0","1","1","0","1","100.00"
"771","Kalle Kossila","ANA","C","8","65.383333333333","1","0","0","0","1","100.00"
"782","Libor Hajek","NYR","D","5","74.283333333333","1","0","0","0","1","33.33"
"797","Dante Fabbro","NSH","D","4","48.65","1","0","0","0","1","100.00"
"812","Ben Gleason","DAL","D","4","53.55","0","1","1","0","1","50.00"
"816","Jacob MacDonald","FLA","D","2","22.766666666667","1","0","0","0","1","100.00"
"830","Zack MacEwen","VAN","C","4","25.85","0","1","1","0","1","100.00"
"833","Vinni Lettieri","NYR","C","27","253.58333333333","0","1","0","1","1","33.33"
"837","Kailer Yamamoto","EDM","R","17","195.88333333333","1","0","0","0","1","25.00"
"839","Jaret Anderson-Dolan","L.A","C","5","48.55","0","1","1","0","1","50.00"
"843","Kristian Vesalainen","WPG","L","5","32.866666666667","0","1","0","1","1","100.00"
"844","Eeli Tolvanen","NSH","R","4","47.283333333333","1","0","0","0","1","50.00"
"847","Alex Formenton","OTT","L","9","99.233333333333","1","0","0","0","1","33.33"
"855","Alexandre Texier","CBJ","C","2","25.533333333333","1","0","0","0","1","33.33"
"864","Calle Rosen","TOR","D","4","61.633333333333","1","0","0","0","1","25.00"
"875","Joel L'Esperance","DAL","C","18","195.6","1","0","0","0","1","100.00"
"876","Daniel Brickley","L.A","D","4","49.516666666667","0","1","1","0","1","50.00"
"879","Quinn Hughes","VAN","D","5","76.566666666667","0","1","1","0","1","50.00"
"906","Jimmy Schuldt","VGK","D","1","19.116666666667","0","1","1","0","1","50.00"
"5","Derek MacKenzie","FLA","C","1","2.7166666666667","0","0","0","0","0","-"
"16","Chris Thorburn","STL","R","1","1.8666666666667","0","0","0","0","0","-"
"43","Patrick Eaves","ANA","R","7","84.533333333333","0","0","0","0","0","0.00"
"48","Lee Stempniak","BOS","R","2","15.516666666667","0","0","0","0","0","-"
"50","Marc Methot","DAL","D","9","132.25","0","0","0","0","0","0.00"
"75","Adam Cracknell","ANA","R","2","20.5","0","0","0","0","0","-"
"104","Stephen Gionta","NYI","C, R","5","38.433333333333","0","0","0","0","0","-"
"114","Eric Gryba","N.J","D","10","138.93333333333","0","0","0","0","0","0.00"
"133","David Schlemko","MTL","D","18","282.66666666667","0","0","0","0","0","0.00"
"134","Mark Letestu","CBJ","C","2","17.95","0","0","0","0","0","-"
"138","Justin Falk","OTT","D","10","117.16666666667","0","0","0","0","0","0.00"
"141","Paul Carey","BOS, OTT","C","7","72.95","0","0","0","0","0","0.00"
"153","Anthony Peluso","CGY","R","4","16.45","0","0","0","0","0","-"
"157","Brad Malone","EDM","C","16","127.05","0","0","0","0","0","0.00"
"182","Jason Garrison","EDM","D","17","178.26666666667","0","0","0","0","0","0.00"
"199","Cody Goloubef","OTT","D","5","52.083333333333","0","0","0","0","0","0.00"
"203","Cameron Gaunce","T.B","D","2","28.583333333333","0","0","0","0","0","0.00"
"290","Nate Prosser","MIN","D","15","146","0","0","0","0","0","0.00"
"302","Mark Alt","COL","D","2","19","0","0","0","0","0","-"
"331","Dylan McIlrath","DET","D","7","92.533333333333","0","0","0","0","0","0.00"
"349","Zach Trotman","PIT","D","13","171.71666666667","0","0","0","0","0","0.00"
"353","Erik Burgdoerfer","OTT","D","4","39.75","0","0","0","0","0","-"
"358","Cory Conacher","T.B","C","1","7.6166666666667","0","0","0","0","0","-"
"360","Colin Blackwell","NSH","C","6","57","0","0","0","0","0","-"
"381","Steven Fogarty","NYR","C","10","77.6","0","0","0","0","0","0.00"
"389","Reid Boucher","VAN","C","1","5.4666666666667","0","0","0","0","0","-"
"393","Adam Clendening","CBJ","D","4","35.466666666667","0","0","0","0","0","0.00"
"417","Ryan Murphy","MIN, N.J","D","3","30.616666666667","0","0","0","0","0","0.00"
"427","Matt Puempel","DET","L","8","77.383333333333","0","0","0","0","0","-"
"440","Matt Tennyson","BUF","D","4","40.716666666667","0","0","0","0","0","0.00"
"492","Trevor Carrick","CAR","D","1","11.483333333333","0","0","0","0","0","-"
"497","Kevin Roy","ANA","L","3","34.866666666667","0","0","0","0","0","-"
"501","Danny O'Regan","BUF","C","1","11.05","0","0","0","0","0","-"
"505","Jake Dotchin","ANA","D","20","221.3","0","0","0","0","0","0.00"
"506","Joseph Blandisi","ANA, PIT","C","9","64.866666666667","0","0","0","0","0","0.00"
"515","Andrej Sustr","ANA","D","5","58.6","0","0","0","0","0","0.00"
"522","Anton Blidh","BOS","L","1","12.333333333333","0","0","0","0","0","-"
"523","John Gilmour","NYR","D","5","78.966666666667","0","0","0","0","0","0.00"
"531","Luke Johnson","CHI","C","15","135.7","0","0","0","0","0","0.00"
"534","Tyrell Goulbourne","PHI","L","2","14.816666666667","0","0","0","0","0","-"
"550","Marko Dano","COL","C","8","53.733333333333","0","0","0","0","0","0.00"
"558","Laurent Dauphin","ARI","C","1","12.316666666667","0","0","0","0","0","-"
"582","Samuel Morin","PHI","D","5","57.283333333333","0","0","0","0","0","0.00"
"588","Curtis Lazar","CGY","C","1","4.8","0","0","0","0","0","-"
"590","Kerby Rychel","CGY","L","2","17.85","0","0","0","0","0","-"
"596","Dakota Mermis","ARI","D","1","11.333333333333","0","0","0","0","0","0.00"
"599","Joel Hanley","DAL","D","16","206.38333333333","0","0","0","0","0","0.00"
"605","Jake Chelios","DET","D","5","81.15","0","0","0","0","0","0.00"
"645","Andreas Englund","OTT","D","3","37.266666666667","0","0","0","0","0","-"
"646","Josh Jacobs","N.J","D","1","14.9","0","0","0","0","0","-"
"648","Nicolas Aube-Kubel","PHI","R","9","49.866666666667","0","0","0","0","0","0.00"
"652","Dominic Turgeon","DET","C","4","42.533333333333","0","0","0","0","0","-"
"656","Louie Belpedio","MIN","D","2","25.316666666667","0","0","0","0","0","0.00"
"657","Mark Friedman","PHI","D","1","12.55","0","0","0","0","0","-"
"660","Chase De Leo","ANA","C","1","10.633333333333","0","0","0","0","0","0.00"
"661","Nelson Nogier","WPG","D","1","9.3166666666667","0","0","0","0","0","-"
"670","Anton Lindholm","COL","D","2","12.683333333333","0","0","0","0","0","-"
"679","Joe Hicketts","DET","D","11","173.93333333333","0","0","0","0","0","0.00"
"682","Jack Rodewald","OTT","R","6","42.333333333333","0","0","0","0","0","-"
"685","Nikita Soshnikov","STL","R","5","35.7","0","0","0","0","0","0.00"
"696","Anthony Richard","NSH","C","1","7.3666666666667","0","0","0","0","0","-"
"699","Jakub Zboril","BOS","D","2","21.15","0","0","0","0","0","-"
"710","Cooper Marody","EDM","C","6","40.916666666667","0","0","0","0","0","-"
"720","Nicolas Roy","CAR","C","6","40.866666666667","0","0","0","0","0","-"
"722","Guillaume Brisebois","VAN","D","8","87.783333333333","0","0","0","0","0","0.00"
"728","Kyle Capobianco","ARI","D","2","26.75","0","0","0","0","0","-"
"730","Zach Senyshyn","BOS","R","2","21.616666666667","0","0","0","0","0","-"
"737","Dennis Gilbert","CHI","D","1","12.766666666667","0","0","0","0","0","-"
"738","Gabriel Carlsson","CBJ","D","1","8.3666666666667","0","0","0","0","0","-"
"748","Kevin Stenlund","CBJ","C","4","43.766666666667","0","0","0","0","0","-"
"749","William Borgen","BUF","D","4","62.883333333333","0","0","0","0","0","-"
"750","Colton White","N.J","D","3","41.583333333333","0","0","0","0","0","0.00"
"765","Kole Sherwood","CBJ","R","2","15.933333333333","0","0","0","0","0","-"
"767","Ryan Lomberg","CGY","L","4","26.05","0","0","0","0","0","-"
"769","Nick Lappin","N.J","R","11","133.55","0","0","0","0","0","0.00"
"779","Ryan Lindgren","NYR","D","5","68.6","0","0","0","0","0","0.00"
"781","Brandon Gignac","N.J","C","1","9.0666666666667","0","0","0","0","0","-"
"792","Timothy Gettinger","NYR","L","4","30.083333333333","0","0","0","0","0","0.00"
"793","Trent Frederic","BOS","C","15","134.4","0","0","0","0","0","-"
"794","Logan Brown","OTT","C","2","15.9","0","0","0","0","0","-"
"801","Riley Stillman","FLA","D","1","11.366666666667","0","0","0","0","0","0.00"
"805","Jake Bean","CAR","D","2","16.6","0","0","0","0","0","-"
"809","Vitaly Abramov","OTT","R","1","12.233333333333","0","0","0","0","0","-"
"818","Anthony Greco","FLA","R","1","9.5","0","0","0","0","0","-"
"821","Patrick Russell","EDM","R","6","48.583333333333","0","0","0","0","0","-"
"823","Janne Kuokkanen","CAR","L","7","59.433333333333","0","0","0","0","0","0.00"
"824","Rem Pitlick","NSH","C","1","9.65","0","0","0","0","0","-"
"825","Maxim Mamin","FLA","C","7","50.65","0","0","0","0","0","-"
"826","Dylan Gambrell","S.J","C","8","65.466666666667","0","0","0","0","0","0.00"
"841","Urho Vaakanainen","BOS","D","2","17.233333333333","0","0","0","0","0","-"
"854","Erik Brannstrom","OTT","D","2","29.05","0","0","0","0","0","-"
"857","Justin Kloos","ANA","C","1","7.0666666666667","0","0","0","0","0","-"
"860","Jakub Jerabek","STL","D","1","7.4166666666667","0","0","0","0","0","-"
"866","Libor Sulak","DET","D","6","98.266666666667","0","0","0","0","0","0.00"
"874","Eric Robinson","CBJ","L","13","150.91666666667","0","0","0","0","0","0.00"
"877","Sheldon Rempal","L.A","R","7","59.183333333333","0","0","0","0","0","0.00"
"881","Evan Bouchard","EDM","D","7","71.183333333333","0","0","0","0","0","0.00"
"883","Filip Zadina","DET","R","9","111.5","0","0","0","0","0","0.00"
"895","Jacob Nilsson","CHI","C","2","13.733333333333","0","0","0","0","0","-"
"898","Logan O'Connor","COL","R","5","31.466666666667","0","0","0","0","0","-"
"899","Josh Teves","VAN","D","1","13.283333333333","0","0","0","0","0","-"
"900","Ryan Kuffner","DET","L","10","100.2","0","0","0","0","0","-"
"902","Brady Keeper","FLA","D","1","11.766666666667","0","0","0","0","0","0.00"
"903","Nico Sturm","MIN","C","2","23.3","0","0","0","0","0","-"
"904","Brogan Rafferty","VAN","D","2","26.666666666667","0","0","0","0","0","-"
"905","Blake Lizotte","L.A","C","1","11.2","0","0","0","0","0","-"
