"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"359","Oscar Klefbom","EDM","D","62","1110.2666666667","3","12","3","9","15","34.09"
"388","Zemgus Girgensons","BUF","C","69","780.18333333333","9","6","3","3","15","65.22"
"397","Radek Faksa","DAL","C","66","819.4","8","7","4","3","15","55.56"
"416","Teddy Blueger","PIT","C","69","884.55","9","6","4","2","15","62.50"
"418","Brock McGinn","CAR","L","68","716.71666666667","5","10","7","3","15","60.00"
"425","Andreas Athanasiou","DET, EDM","C, L","55","715.25","7","8","5","3","15","83.33"
"463","Tucker Poolman","WPG","D","57","912.48333333333","3","12","4","8","15","31.91"
"496","Madison Bowey","DET","D","53","812.41666666667","3","12","6","6","15","44.12"
"509","Rasmus Ristolainen","BUF","D","69","1181.6333333333","4","11","7","4","15","31.25"
"537","Pierre-Edouard Bellemare","COL","C, L","69","751.75","7","8","5","3","15","57.69"
"568","Marcus Pettersson","PIT","D","69","1138.2","2","13","7","6","15","28.30"
"641","Roope Hintz","DAL","L","60","698.23333333333","12","3","3","0","15","55.56"
"813","Neal Pionk","WPG","D","71","1303.35","3","12","7","5","15","32.61"
"826","Sean Walker","L.A","D","70","1124.05","3","12","8","4","15","39.47"
"11","Valtteri Filppula","DET","C","70","871.58333333333","4","10","6","4","14","58.33"
"16","Alexander Steen","STL","L","55","604.15","6","8","4","4","14","50.00"
"28","Brian Boyle","FLA","C","39","415.18333333333","5","9","4","5","14","77.78"
"37","Mark Giordano","CGY","D","60","1023.5666666667","2","12","5","7","14","34.15"
"45","Blake Comeau","DAL","L","55","665.25","7","7","3","4","14","93.33"
"60","Andrew Cogliano","DAL","C","68","720.98333333333","3","11","9","2","14","73.68"
"70","Darren Helm","DET","C, L","68","802.48333333333","8","6","2","4","14","77.78"
"203","Nick Leddy","NYI","D","60","1081.4833333333","2","12","6","6","14","35.00"
"237","Christopher Tanev","VAN","D","69","1043.0833333333","1","13","7","6","14","31.11"
"377","Matt Dumba","MIN","D","69","1222.4","4","10","5","5","14","25.00"
"429","Cedric Paquette","T.B","C","61","661.7","4","10","5","5","14","70.00"
"452","Carter Rowney","ANA","C, R","71","716.56666666667","5","9","8","1","14","56.00"
"458","Andreas Johnsson","TOR","L","43","560.16666666667","3","11","6","5","14","56.00"
"505","Seth Jones","CBJ","D","56","1062.5833333333","4","10","6","4","14","32.56"
"514","Josh Morrissey","WPG","D","65","1229.2333333333","4","10","5","5","14","28.00"
"535","Garnet Hathaway","WSH","R","66","612.26666666667","8","6","4","2","14","66.67"
"563","Adrian Kempe","L.A","C, L","69","818.4","4","10","7","3","14","73.68"
"575","Brandon Montour","BUF","D","54","919.78333333333","4","10","4","6","14","35.90"
"594","Oskar Lindblom","PHI","L","30","387.8","8","6","6","0","14","66.67"
"612","Noah Hanifin","CGY","D","70","1205.6833333333","4","10","4","6","14","28.57"
"711","Ryan Lindgren","NYR","D","60","836.33333333333","1","13","5","8","14","30.43"
"865","Blake Lizotte","L.A","C","65","738.28333333333","2","12","6","6","14","77.78"
"1","Zdeno Chara","BOS","D","68","1164.1166666667","4","9","2","7","13","22.81"
"29","Corey Perry","DAL","R","57","636.11666666667","4","9","5","4","13","61.90"
"35","Nate Thompson","MTL, PHI","C","70","718.41666666667","4","9","5","4","13","61.90"
"36","Joe Pavelski","DAL","C","67","845.28333333333","5","8","4","4","13","41.94"
"96","Artem Anisimov","OTT","C","49","574.68333333333","9","4","3","1","13","76.47"
"115","Riley Nash","CBJ","C","64","671.36666666667","4","9","6","3","13","59.09"
"118","Brandon Sutter","VAN","C","44","493.61666666667","6","7","5","2","13","65.00"
"134","Wayne Simmonds","BUF, N.J","R","68","802.4","3","10","6","4","13","59.09"
"148","Tyler Myers","VAN","D","68","1199.25","4","9","6","3","13","25.49"
"152","Michael Del Zotto","ANA","D","49","765.33333333333","2","11","4","7","13","32.50"
"163","Marco Scandella","BUF, MTL, STL","D","62","937.73333333333","4","9","4","5","13","27.66"
"221","Nicolas Deslauriers","ANA","L","59","562.73333333333","7","6","4","2","13","59.09"
"222","Cody Eakin","VGK, WPG","C","49","580.46666666667","4","9","6","3","13","65.00"
"233","Brenden Dillon","S.J, WSH","D","69","1154.5","1","12","5","7","13","27.08"
"235","Radko Gudas","WSH","D","63","854.6","2","11","3","8","13","27.66"
"292","John Klingberg","DAL","D","58","1032","3","10","5","5","13","38.24"
"306","Josh Archibald","EDM","R","62","648.71666666667","7","6","5","1","13","68.42"
"333","Victor Rask","MIN","C","43","427.61666666667","5","8","3","5","13","65.00"
"360","Connor Murphy","CHI","D","58","1026.5166666667","3","10","6","4","13","30.95"
"386","Olli Maatta","CHI","D","65","1028.7333333333","4","9","4","5","13","27.66"
"415","Colton Sissons","NSH","C","57","648.11666666667","8","5","5","0","13","54.17"
"466","Carson Soucy","MIN","D","55","775.88333333333","6","7","6","1","13","36.11"
"538","Tomas Nosek","VGK","L","67","675.93333333333","7","6","2","4","13","56.52"
"545","Haydn Fleury","CAR","D","45","567.33333333333","4","9","6","3","13","61.90"
"582","Michael Amadio","L.A","C","68","758.06666666667","6","7","3","4","13","48.15"
"702","Philippe Myers","PHI","D","50","807.05","4","9","5","4","13","28.26"
"721","Dillon Dube","CGY","C","45","521.5","5","8","4","4","13","59.09"
"724","Sam Steel","ANA","C","65","824.7","4","9","4","5","13","56.52"
"725","Brett Howden","NYR","C","70","733.13333333333","7","6","3","3","13","54.17"
"755","Filip Hronek","DET","D","65","1099.4833333333","4","9","4","5","13","37.14"
"758","Drake Caggiula","CHI","C","40","436.76666666667","8","5","4","1","13","59.09"
"812","David Kampf","CHI","C","70","776.75","7","6","4","2","13","68.42"
"82","Trevor Lewis","L.A","C","56","603.1","6","6","4","2","12","54.55"
"84","Milan Lucic","CGY","L","68","775.9","3","9","6","3","12","37.50"
"98","Mathieu Perreault","WPG","C, L","49","563.61666666667","5","7","2","5","12","70.59"
"131","Alec Martinez","L.A, VGK","D","51","902.71666666667","3","9","2","7","12","30.77"
"151","Jake Gardiner","CAR","D","68","964.2","2","10","1","9","12","38.71"
"230","Nic Dowd","WSH","C","56","456.21666666667","4","8","2","6","12","54.55"
"417","Jake McCabe","BUF","D","66","1046.0333333333","2","10","5","5","12","33.33"
"474","Carter Verhaeghe","T.B","C","52","461.11666666667","8","4","2","2","12","66.67"
"490","Robert Hagg","PHI","D","49","697","2","10","4","6","12","36.36"
"521","Frederik Gauthier","TOR","C","61","504.9","7","5","3","2","12","70.59"
"573","Nicolas Aube-Kubel","PHI","R","36","363.4","5","7","5","2","12","66.67"
"590","Sam Lafferty","PIT","C","50","443.18333333333","5","7","4","3","12","85.71"
"599","Sammy Blais","STL","L","40","466.61666666667","6","6","4","2","12","75.00"
"602","Pierre Engvall","TOR","L","48","499.45","6","6","5","1","12","60.00"
"620","Vince Dunn","STL","D","71","1016.9833333333","5","7","4","3","12","23.53"
"663","Ivan Provorov","PHI","D","69","1216.2166666667","5","7","4","3","12","22.22"
"697","Matt Roy","L.A","D","70","1122.1666666667","2","10","3","7","12","25.00"
"800","Henri Jokiharju","BUF","D","69","1060.7833333333","3","9","5","4","12","30.77"
"831","Eric Robinson","CBJ","L","50","536","7","5","3","2","12","52.17"
"17","Duncan Keith","CHI","D","61","1099.4833333333","0","11","5","6","11","25.58"
"62","James Neal","EDM","L","55","703.2","5","6","2","4","11","47.83"
"83","Leo Komarov","NYI","C, R","48","522.3","2","9","3","6","11","61.11"
"95","Michael Frolik","BUF, CGY","R","57","616.08333333333","4","7","3","4","11","91.67"
"114","P.K. Subban","N.J","D","68","1157","4","7","4","3","11","30.56"
"181","Antoine Roussel","VAN","L","41","417.46666666667","6","5","3","2","11","50.00"
"398","Matt Grzelcyk","BOS","D","68","994.66666666667","3","8","7","1","11","32.35"
"422","Dominic Toninato","FLA","C","46","471.58333333333","4","7","4","3","11","52.38"
"472","Mattias Janmark","DAL","C","62","726.91666666667","3","8","3","5","11","61.11"
"517","Nikita Zadorov","COL","D","64","982.41666666667","4","7","1","6","11","28.95"
"530","Ryan Carpenter","CHI","C","69","770.18333333333","2","9","4","5","11","50.00"
"536","Melker Karlsson","S.J","C","61","600.53333333333","5","6","2","4","11","61.11"
"542","Sam Bennett","CGY","C","52","592.3","8","3","3","0","11","64.71"
"565","Brendan Lemieux","NYR","L","59","630.41666666667","3","8","5","3","11","57.89"
"613","Rasmus Andersson","CGY","D","70","1154.75","4","7","3","4","11","28.21"
"625","Erik Cernak","T.B","D","67","1003.3","4","7","2","5","11","25.58"
"659","Jacob Larsson","ANA","D","60","881.76666666667","2","9","4","5","11","35.48"
"690","Troy Terry","ANA","C, R","47","572.31666666667","3","8","7","1","11","68.75"
"777","Zach Aston-Reese","PIT","C","57","685.15","4","7","4","3","11","52.38"
"809","Alexandre Texier","CBJ","C","36","425.63333333333","5","6","4","2","11","64.71"
"821","Emil Bemstrom","CBJ","C","56","604.76666666667","4","7","6","1","11","68.75"
"849","Adam Boqvist","CHI","D","41","546.36666666667","4","7","4","3","11","36.67"
"870","Jack Hughes","N.J","C","61","714.5","2","9","7","2","11","64.71"
"9","Mikko Koivu","MIN","C","55","638","3","7","5","2","10","40.00"
"63","Marc-Edouard Vlasic","S.J","D","70","1154.4166666667","3","7","3","4","10","27.03"
"71","Nathan Gerbe","CBJ","C","30","380.68333333333","4","6","3","3","10","76.92"
"75","Andy Greene","N.J, NYI","D","63","982.01666666667","2","8","5","3","10","29.41"
"91","Michael Grabner","ARI","L, R","46","455.1","7","3","2","1","10","66.67"
"135","Nick Holden","VGK","D","61","1000.45","4","6","1","5","10","25.64"
"161","Travis Hamonic","CGY","D","50","860.26666666667","2","8","4","4","10","27.78"
"190","Alex Chiasson","EDM","R","65","692.25","5","5","2","3","10","47.62"
"216","Sami Vatanen","N.J","D","47","727.53333333333","4","6","0","6","10","40.00"
"247","Jordan Weal","MTL","C","49","556.45","6","4","0","4","10","62.50"
"261","Austin Watson","NSH","L","53","542.51666666667","6","4","0","4","10","55.56"
"263","Riley Sheahan","EDM","C","66","667.95","5","5","4","1","10","58.82"
"300","Colin Blackwell","NSH","C","27","289.18333333333","3","7","5","2","10","58.82"
"330","Scott Mayfield","NYI","D","67","1123.45","4","6","4","2","10","27.03"
"355","Jamie Oleksiak","DAL","D","69","1019.45","3","7","4","3","10","33.33"
"376","Hampus Lindholm","ANA","D","55","945.43333333333","1","9","4","5","10","32.26"
"395","Slater Koekkoek","CHI","D","42","633.55","1","9","3","6","10","37.04"
"400","Brendan Leipsic","WSH","L","61","520.71666666667","3","7","4","3","10","47.62"
"402","Esa Lindell","DAL","D","69","1182.2","1","9","5","4","10","22.73"
"405","Mackenzie MacEachern","STL","L","51","448.2","7","3","1","2","10","62.50"
"406","Devin Shore","ANA, CBJ","C","45","481.26666666667","5","5","4","1","10","55.56"
"411","Jordan Martinook","CAR","L","45","440.31666666667","2","8","5","3","10","66.67"
"504","Jonathan Drouin","MTL","L","27","338.61666666667","6","4","2","2","10","76.92"
"532","Jordan Oesterle","ARI","D","58","861.2","3","7","4","3","10","40.00"
"543","Michael Dal Colle","NYI","L","53","601.91666666667","4","6","4","2","10","62.50"
"555","Alex Tuch","VGK","R","42","511.61666666667","5","5","4","1","10","66.67"
"566","Jayce Hawryluk","FLA, OTT","C, R","26","280.85","3","7","4","3","10","90.91"
"621","Travis Dermott","TOR","D","56","871.18333333333","4","6","1","5","10","23.81"
"644","Austin Wagner","L.A","L","65","735.85","5","5","2","3","10","58.82"
"732","Max Jones","ANA","L","59","729.66666666667","7","3","2","1","10","62.50"
"737","Victor Mete","MTL","D","51","757.98333333333","4","6","5","1","10","30.30"
"768","Dylan Gambrell","S.J","C","50","506.83333333333","5","5","2","3","10","47.62"
"34","Brad Richardson","ARI","C, R","59","633.68333333333","5","4","4","0","9","45.00"
"56","Jack Johnson","PIT","D","67","1127.1333333333","1","8","4","4","9","21.95"
"58","Marc Staal","NYR","D","52","747.71666666667","2","7","3","4","9","33.33"
"111","Paul Byron","MTL","L","29","342.25","3","6","4","2","9","69.23"
"112","Sam Gagner","DET, EDM","C","42","495.8","3","6","3","3","9","56.25"
"127","Ryan McDonagh","T.B","D","50","807.73333333333","0","9","7","2","9","26.47"
"150","Luca Sbisa","WPG","D","44","679.16666666667","2","7","1","6","9","33.33"
"202","Dmitry Kulikov","WPG","D","51","919.45","2","7","2","5","9","30.00"
"254","Justin Faulk","STL","D","69","1212.05","4","5","2","3","9","20.93"
"264","Chris Wagner","BOS","R","67","709.71666666667","5","4","3","1","9","42.86"
"307","Travis Boyd","WSH","C","24","249.11666666667","3","6","5","1","9","60.00"
"368","Brad Hunt","MIN","D","59","731.18333333333","5","4","3","1","9","29.03"
"407","Jujhar Khaira","EDM","L","64","677.88333333333","6","3","2","1","9","60.00"
"487","Jacob de la Rose","DET, STL","C, L","50","472.06666666667","2","7","4","3","9","60.00"
"615","Jonas Siegenthaler","WSH","D","64","780.18333333333","2","7","5","2","9","28.13"
"647","Nicolas Roy","VGK","C","28","295.9","4","5","3","2","9","64.29"
"685","Dmytro Timashov","DET, TOR","L","44","368.26666666667","4","5","3","2","9","69.23"
"735","Dante Fabbro","NSH","D","64","1121.1333333333","3","6","3","3","9","21.95"
"757","Nikita Zaitsev","OTT","D","58","1057.9166666667","0","9","7","2","9","27.27"
"781","Mario Ferraro","S.J","D","61","874.8","1","8","3","5","9","28.13"
"869","Kaapo Kakko","NYR","R","66","767.7","7","2","1","1","9","56.25"
"4","Ron Hainsey","OTT","D","64","1067.3833333333","1","7","1","6","8","18.18"
"10","Dan Hamhuis","NSH","D","60","712.48333333333","0","8","6","2","8","29.63"
"14","Jay Bouwmeester","STL","D","56","1025.3166666667","1","7","3","4","8","23.53"
"15","Johnny Boychuk","NYI","D","64","940.11666666667","1","7","4","3","8","34.78"
"66","Kris Russell","EDM","D","55","776.3","0","8","4","4","8","40.00"
"136","Jason Demers","ARI","D","50","871.48333333333","0","8","3","5","8","26.67"
"138","Zack Smith","CHI","C","50","510.43333333333","3","5","3","2","8","61.54"
"173","Matt Martin","NYI","L","55","550.3","5","3","3","0","8","61.54"
"206","Brayden McNabb","VGK","D","71","1154.4666666667","1","7","4","3","8","16.33"
"219","Casey Cizikas","NYI","C","48","548.03333333333","6","2","1","1","8","47.06"
"220","David Savard","CBJ","D","68","1219.2","0","8","4","4","8","17.78"
"267","Erik Gudbranson","ANA, PIT","D","51","841.18333333333","4","4","2","2","8","25.81"
"297","Taylor Fedun","DAL","D","27","348.91666666667","2","6","5","1","8","53.33"
"342","Scott Harrington","CBJ","D","39","513.85","1","7","3","4","8","61.54"
"358","Nathan Beaulieu","WPG","D","38","546.38333333333","1","7","4","3","8","32.00"
"361","Stefan Noesen","PIT, S.J","R","40","424.5","6","2","1","1","8","80.00"
"389","Cody Ceci","TOR","D","56","952.95","1","7","3","4","8","22.86"
"420","Nikolai Prokhorkin","L.A","L","43","488.48333333333","3","5","5","0","8","88.89"
"434","Matthew Benning","EDM","D","43","530.31666666667","1","7","5","2","8","34.78"
"468","Josh Brown","FLA","D","56","714.9","3","5","1","4","8","25.81"
"529","Trevor van Riemsdyk","CAR","D","49","651.61666666667","1","7","2","5","8","36.36"
"628","Brendan Guhle","ANA","D","30","466.01666666667","4","4","1","3","8","44.44"
"632","Christian Fischer","ARI","R","56","600.98333333333","5","3","3","0","8","42.11"
"643","Caleb Jones","EDM","D","43","585.96666666667","4","4","4","0","8","29.63"
"670","Evan Rodrigues","BUF, PIT","C, L","45","440.26666666667","4","4","1","3","8","72.73"
"772","Trevor Moore","L.A, TOR","C, L","42","446.18333333333","5","3","2","1","8","47.06"
"799","Max Comtois","ANA","L","29","326.21666666667","3","5","3","2","8","66.67"
"816","Radim Simek","S.J","D","48","720.3","1","7","4","3","8","36.36"
"841","Filip Zadina","DET","R","28","340.45","4","4","3","1","8","72.73"
"5","Justin Williams","CAR","R","20","216.46666666667","5","2","1","1","7","53.85"
"30","Loui Eriksson","VAN","L","49","516.38333333333","4","3","2","1","7","36.84"
"44","Mike Green","DET, EDM","D","50","887.1","2","5","1","4","7","33.33"
"55","Bobby Ryan","OTT","R","24","256.5","4","3","2","1","7","63.64"
"164","Michael Stone","CGY","D","33","487.73333333333","2","5","3","2","7","38.89"
"229","Nick Jensen","WSH","D","68","1010.75","0","7","3","4","7","17.95"
"250","Patrik Nemeth","DET","D","64","1143.6833333333","1","6","3","3","7","22.58"
"277","Joakim Nordstrom","BOS","C","48","471.43333333333","4","3","2","1","7","70.00"
"289","Anthony Bitetto","WPG","D","51","652.35","0","7","2","5","7","25.93"
"308","Dylan DeMelo","OTT, WPG","D","59","974.78333333333","0","7","4","3","7","18.42"
"311","Tobias Rieder","CGY","C","55","502.91666666667","2","5","4","1","7","77.78"
"315","Andrew Shaw","CHI","C, R","26","297.8","2","5","2","3","7","77.78"
"318","Adam Lowry","WPG","C, L","49","597.61666666667","2","5","2","3","7","46.67"
"373","Ryan Murray","CBJ","D","27","433.71666666667","2","5","4","1","7","53.85"
"385","Mark Jankowski","CGY","C","56","484.5","5","2","1","1","7","70.00"
"444","Kurtis MacDermid","L.A","D","45","553.2","3","4","2","2","7","46.67"
"461","Tyler Motte","VAN","C","34","367.71666666667","4","3","2","1","7","87.50"
"518","Curtis Lazar","BUF","C","38","371.56666666667","3","4","3","1","7","63.64"
"627","Jansen Harkins","WPG","C","29","303.75","2","5","3","2","7","63.64"
"680","Denis Malgin","FLA, TOR","C","44","458.25","2","5","3","2","7","46.67"
"695","Mason Appleton","WPG","C","46","461.7","4","3","2","1","7","58.33"
"696","Markus Nutivaara","CBJ","D","37","564.01666666667","2","5","0","5","7","41.18"
"741","Jordan Kyrou","STL","C","28","292.7","4","3","3","0","7","50.00"
"779","Nicolas Hague","VGK","D","38","567.1","0","7","4","3","7","21.88"
"817","Jan Rutta","T.B","D","33","450.78333333333","1","6","3","3","7","25.93"
"859","Antti Suomela","S.J","C","20","185.28333333333","1","6","2","4","7","70.00"
"876","Joakim Nygard","EDM","L","33","330.08333333333","1","6","3","3","7","53.85"
"883","Gaetan Haas","EDM","C","58","517.88333333333","4","3","2","1","7","58.33"
"117","Brendan Smith","NYR","D","62","551.61666666667","2","4","3","1","6","54.55"
"121","Carl Gunnarsson","STL","D","36","488.28333333333","2","4","3","1","6","28.57"
"124","Robert Bortuzzo","STL","D","42","443.4","2","4","2","2","6","26.09"
"139","Jay Beagle","VAN","C","55","510.31666666667","1","5","3","2","6","60.00"
"143","Zach Bogosian","BUF, T.B","D","27","375.48333333333","1","5","4","1","6","37.50"
"180","Jordie Benn","VAN","D","44","600.91666666667","1","5","4","1","6","28.57"
"200","Calvin de Haan","CHI","D","29","485.31666666667","1","5","2","3","6","31.58"
"225","Gabriel Bourque","WPG","L","52","427.13333333333","2","4","1","3","6","75.00"
"231","Justin Dowling","DAL","C","29","275.5","3","3","3","0","6","60.00"
"246","Greg McKegg","NYR","C","53","447.8","3","3","1","2","6","60.00"
"305","Josh Manson","ANA","D","50","853.01666666667","1","5","1","4","6","21.43"
"324","Nick Shore","TOR, WPG","C","63","481.78333333333","3","3","2","1","6","54.55"
"328","Mike Reilly","MTL, OTT","D","44","669.96666666667","0","6","2","4","6","21.43"
"347","Adam Larsson","EDM","D","49","852.2","1","5","2","3","6","20.69"
"365","Colin Miller","BUF","D","51","758.28333333333","0","6","4","2","6","25.00"
"408","Adam Pelech","NYI","D","38","660.78333333333","1","5","2","3","6","23.08"
"414","Martin Frk","L.A","R","17","201.63333333333","4","2","1","1","6","66.67"
"419","Connor Carrick","N.J","D","29","391.31666666667","1","5","1","4","6","46.15"
"447","Scott Sabourin","OTT","R","35","243.9","2","4","2","2","6","85.71"
"453","Chad Ruhwedel","PIT","D","41","540.48333333333","2","4","0","4","6","30.00"
"571","Vladislav Kamenev","COL","C","38","289.56666666667","1","5","4","1","6","75.00"
"606","Matthew Highmore","CHI","C","36","334.03333333333","2","4","2","2","6","54.55"
"630","Oliver Kylington","CGY","D","48","641.23333333333","1","5","3","2","6","30.00"
"655","Mitchell Stephens","T.B","C","38","349.66666666667","3","3","2","1","6","46.15"
"658","Filip Chlapik","OTT","C","31","267.56666666667","3","3","1","2","6","75.00"
"667","Yakov Trenin","NSH","C","21","201.7","2","4","2","2","6","66.67"
"775","Zack MacEwen","VAN","C","17","160.1","5","1","1","0","6","60.00"
"785","Cody Glass","VGK","C","39","424.21666666667","4","2","1","1","6","54.55"
"787","Casey Mittelstadt","BUF","C","31","325.01666666667","3","3","3","0","6","54.55"
"798","Morgan Frost","PHI","C","20","215.21666666667","1","5","3","2","6","50.00"
"843","Jesperi Kotkaniemi","MTL","C","36","397.78333333333","5","1","0","1","6","50.00"
"850","Rasmus Sandin","TOR","D","28","362.56666666667","1","5","2","3","6","40.00"
"855","Par Lindholm","BOS","C","40","373.05","3","3","2","1","6","54.55"
"867","Joel Kellman","S.J","C","31","326.13333333333","3","3","2","1","6","85.71"
"6","Deryk Engelland","VGK","D","49","681.05","1","4","1","3","5","15.63"
"12","Trevor Daley","DET","D","43","591.35","0","5","2","3","5","31.25"
"13","Frans Nielsen","DET","C","60","630.91666666667","3","2","1","1","5","50.00"
"33","David Backes","ANA, BOS","R","22","195.35","0","5","4","1","5","62.50"
"49","Andrej Sekera","DAL","D","57","865.81666666667","1","4","3","1","5","23.81"
"158","Justin Schultz","PIT","D","46","737.46666666667","3","2","0","2","5","16.67"
"166","Dale Weise","MTL","R","23","202.5","1","4","3","1","5","62.50"
"178","Zac Rinaldo","CGY","C","19","153.1","3","2","1","1","5","83.33"
"212","Brian Dumoulin","PIT","D","28","480.51666666667","0","5","3","2","5","14.71"
"245","Stephen Johns","DAL","D","17","278.33333333333","2","3","1","2","5","50.00"
"252","Jon Merrill","VGK","D","49","783.48333333333","2","3","1","2","5","16.13"
"260","Vladimir Tarasenko","STL","R","10","128.51666666667","1","4","2","2","5","83.33"
"282","Tom Kuhnhackl","NYI","R","28","271.08333333333","3","2","1","1","5","71.43"
"293","Micheal Ferland","VAN","L","14","124.63333333333","1","4","3","1","5","83.33"
"335","Brett Ritchie","BOS","R","27","263.36666666667","2","3","2","1","5","62.50"
"404","Shayne Gostisbehere","PHI","D","42","616.68333333333","2","3","0","3","5","23.81"
"427","Brett Kulak","MTL","D","56","922.7","0","5","3","2","5","14.29"
"437","Joseph Blandisi","PIT","C","21","170.26666666667","2","3","3","0","5","71.43"
"443","Joakim Ryan","L.A","D","35","598.1","1","4","2","2","5","41.67"
"449","Tim Schaller","L.A, VAN","C, L","53","459.1","4","1","0","1","5","50.00"
"486","Adam Erne","DET","L","56","597.98333333333","2","3","3","0","5","55.56"
"519","Mirco Mueller","N.J","D","50","745.26666666667","2","3","1","2","5","21.74"
"652","Mathieu Joseph","T.B","R","37","384.36666666667","4","1","0","1","5","41.67"
"675","Kevin Stenlund","CBJ","C","32","375.18333333333","3","2","1","1","5","41.67"
"698","Sami Niku","WPG","D","17","259.26666666667","0","5","3","2","5","62.50"
"703","Kevin Rooney","N.J","C","49","458.95","2","3","3","0","5","38.46"
"706","Joey Anderson","N.J","R","18","193.41666666667","3","2","1","1","5","71.43"
"714","Libor Hajek","NYR","D","28","407.48333333333","0","5","2","3","5","33.33"
"731","Logan Brown","OTT","C","23","219.5","0","5","3","2","5","45.45"
"759","Patrick Russell","EDM","R","45","464.5","0","5","4","1","5","55.56"
"770","Matt Luff","L.A","R","18","180.63333333333","1","4","2","2","5","71.43"
"793","Gabriel Vilardi","L.A","C","10","112.55","2","3","2","1","5","83.33"
"814","Oscar Fantenberg","VAN","D","36","514.21666666667","1","4","1","3","5","38.46"
"848","Noah Dobson","NYI","D","34","408.3","1","4","2","2","5","31.25"
"851","Karson Kuhlman","BOS","C","25","291.01666666667","0","5","4","1","5","83.33"
"856","Juuso Riikola","PIT","D","36","438.95","1","4","3","1","5","35.71"
"881","Jakob Lilja","CBJ","L","37","359.73333333333","2","3","2","1","5","41.67"
"21","Braydon Coburn","T.B","D","40","510.76666666667","1","3","0","3","4","15.38"
"51","Roman Polak","DAL","D","41","549.08333333333","0","4","0","4","4","30.77"
"76","Bryan Little","WPG","C","7","89.116666666667","1","3","2","1","4","80.00"
"86","Cal Clutterbuck","NYI","R","37","397.1","2","2","1","1","4","50.00"
"145","Colin Wilson","COL","C","9","97.083333333333","0","4","1","3","4","57.14"
"160","Cameron Gaunce","T.B","D","3","34.083333333333","1","3","2","1","4","100.00"
"240","Martin Marincin","TOR","D","26","346.23333333333","1","3","1","2","4","28.57"
"274","Jarred Tinordi","NSH","D","28","411.7","1","3","2","1","4","23.53"
"284","Tim Heed","S.J","D","38","444.2","1","3","1","2","4","40.00"
"322","Logan Shaw","WPG","R","35","231.6","3","1","1","0","4","100.00"
"336","Markus Granlund","EDM","C","34","317.96666666667","3","1","0","1","4","50.00"
"371","Luke Glendening","DET","C","60","714.41666666667","3","1","1","0","4","44.44"
"469","John Hayden","N.J","C","43","398.3","3","1","0","1","4","36.36"
"523","Ross Johnston","NYI","L","32","252.91666666667","3","1","1","0","4","50.00"
"525","Dakota Mermis","N.J","D","10","166.06666666667","1","3","1","2","4","36.36"
"550","Brendan Perlini","CHI, DET","L","40","368.7","1","3","2","1","4","80.00"
"608","Dryden Hunt","FLA","L","21","214.55","0","4","2","2","4","57.14"
"672","Dean Kukan","CBJ","D","33","484.6","0","4","3","1","4","30.77"
"716","Carl Grundstrom","L.A","R","13","155.03333333333","0","4","3","1","4","44.44"
"736","Josh Mahura","ANA","D","11","153.18333333333","1","3","1","2","4","57.14"
"742","Riley Stillman","FLA","D","34","540.26666666667","0","4","2","2","4","20.00"
"783","Morgan Geekie","CAR","C","2","17.8","3","1","0","1","4","100.00"
"822","Drake Batherson","OTT","C, R","23","296.43333333333","2","2","1","1","4","57.14"
"828","Alexander True","S.J","C","12","113.7","0","4","2","2","4","66.67"
"846","Barrett Hayton","ARI","C","20","215.35","1","3","2","1","4","50.00"
"858","Ilya Lyubushkin","ARI","D","51","705.2","0","4","3","1","4","14.81"
"871","Ville Heinola","WPG","D","8","134.16666666667","1","3","0","3","4","50.00"
"24","Brent Seabrook","CHI","D","32","499.96666666667","2","1","0","1","3","17.65"
"64","Justin Abdelkader","DET","L","49","473.76666666667","0","3","2","1","3","50.00"
"68","Vladimir Sobotka","BUF","C","16","198","1","2","1","1","3","33.33"
"69","Niklas Hjalmarsson","ARI","D","27","423.45","1","2","1","1","3","30.00"
"77","Alex Biega","DET","D","49","707.5","0","3","2","1","3","18.75"
"93","Korbinian Holzer","ANA, NSH","D","49","678.35","1","2","0","2","3","16.67"
"122","Yannick Weber","NSH","D","41","547.46666666667","1","2","0","2","3","15.00"
"144","Luke Schenn","T.B","D","25","266.05","1","2","1","1","3","30.00"
"146","Mikkel Boedker","OTT","L","20","166.5","1","2","1","1","3","60.00"
"171","Greg Pateryn","MIN","D","20","257.96666666667","0","3","0","3","3","25.00"
"177","Luke Witkowski","T.B","R","12","103.2","1","2","1","1","3","100.00"
"205","John Moore","BOS","D","24","326.16666666667","2","1","1","0","3","27.27"
"234","Andrew Agozzino","ANA, PIT","L","22","148.08333333333","1","2","2","0","3","42.86"
"236","Matt Irwin","ANA, NSH","D","36","468.51666666667","0","3","1","2","3","23.08"
"370","Matt Tennyson","N.J","D","20","238.8","0","3","0","3","3","18.75"
"379","Phillip Di Giuseppe","NYR","L","20","218.73333333333","1","2","1","1","3","37.50"
"382","Stefan Matteau","CBJ","C","9","105","2","1","0","1","3","60.00"
"431","Josh Anderson","CBJ","R","26","318.01666666667","1","2","1","1","3","30.00"
"450","Danny DeKeyser","DET","D","8","140.48333333333","0","3","1","2","3","50.00"
"489","Valentin Zykov","VGK","L","15","160.06666666667","0","3","1","2","3","60.00"
