"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"663","Alexander Romanov","NYI","D","81","1480.7833333333","7","12","5","7","19","28.79"
"684","Logan O'Connor","COL","R","57","699.88333333333","9","10","5","5","19","63.33"
"693","Brett Leason","ANA","R","68","704.11666666667","8","11","6","5","19","95.00"
"772","Kaiden Guhle","MTL","D","70","1228.5666666667","4","15","7","8","19","39.58"
"801","Hendrix Lapierre","WSH","C","51","520.81666666667","8","11","3","8","19","90.48"
"833","Janis Moser","ARI","D","80","1323.55","5","14","8","6","19","34.55"
"54","Alex Pietrangelo","VGK","D","64","1095.4","3","15","7","8","18","32.73"
"95","Marcus Foligno","MIN","L","55","635.46666666667","8","10","6","4","18","78.26"
"109","Chris Tanev","CGY, DAL","D","75","1231.4333333333","2","16","7","9","18","32.73"
"119","Justin Faulk","STL","D","60","1070.4833333333","1","17","9","8","18","42.86"
"144","Jesper Fast","CAR","R","73","820.65","6","12","8","4","18","78.26"
"207","Tomas Hertl","S.J, VGK","C","54","791.13333333333","5","13","11","2","18","75.00"
"214","Colton Parayko","STL","D","82","1613.7333333333","8","10","5","5","18","29.51"
"226","Damon Severson","CBJ","D","67","1185.6833333333","7","11","5","6","18","33.33"
"271","Michael McCarron","NSH","R","70","780.41666666667","10","8","5","3","18","56.25"
"281","Artturi Lehkonen","COL","L","45","587.98333333333","6","12","7","5","18","46.15"
"300","Nikita Zadorov","CGY, VAN","D","75","1147.4166666667","6","12","9","3","18","40.91"
"394","Christian Fischer","DET","R","79","820.2","4","14","8","6","18","58.06"
"424","John Marino","N.J","D","75","1271.15","3","15","5","10","18","33.96"
"497","Michael McLeod","N.J","C","45","595.98333333333","9","9","4","5","18","51.43"
"580","Alex Iafallo","WPG","L","82","978.33333333333","9","9","5","4","18","48.65"
"601","Alexey Toropchenko","STL","R","82","920.03333333333","11","7","5","2","18","75.00"
"749","Valtteri Puustinen","PIT","R","52","533.08333333333","5","13","9","4","18","72.00"
"764","Cole Smith","NSH","L","80","898.5","7","11","6","5","18","56.25"
"767","Braden Schneider","NYR","D","82","1181.9833333333","4","14","5","9","18","33.33"
"805","Will Cuylle","NYR","L","81","875.93333333333","11","7","3","4","18","62.07"
"4","Brent Burns","CAR","D","82","1276.6833333333","5","12","5","7","17","26.56"
"10","Blake Wheeler","NYR","R","54","620.53333333333","6","11","4","7","17","65.38"
"22","Nick Foligno","CHI","L","74","969.95","7","10","4","6","17","50.00"
"46","Evgenii Dadonov","DAL","R","51","614.91666666667","10","7","1","6","17","68.00"
"82","Oliver Ekman-Larsson","FLA","D","80","1130.8833333333","7","10","3","7","17","34.69"
"101","Ben Chiarot","DET","D","77","1308.7833333333","4","13","8","5","17","27.87"
"108","Radko Gudas","ANA","D","66","1056.85","6","11","4","7","17","36.96"
"128","Jaden Schwartz","SEA","C","62","825.25","4","13","6","7","17","58.62"
"162","Mike Reilly","FLA, NYI","D","61","913.18333333333","5","12","7","5","17","45.95"
"172","Adam Larsson","SEA","D","81","1530.0666666667","4","13","4","9","17","29.82"
"202","Olli Maatta","DET","D","72","1077.1333333333","4","13","4","9","17","36.96"
"254","Connor Clifton","BUF","D","79","1119.6166666667","3","14","8","6","17","35.42"
"256","Jonny Brodzinski","NYR","C","57","576.28333333333","5","12","4","8","17","73.91"
"332","Kasperi Kapanen","STL","R","73","892.4","3","14","9","5","17","54.84"
"434","Alexandre Carrier","NSH","D","73","1141.35","3","14","6","8","17","36.96"
"455","Joey Anderson","CHI","R","55","669.15","5","12","10","2","17","62.96"
"475","Beck Malenstyn","WSH","L","81","919.11666666667","6","11","8","3","17","53.13"
"710","Cam York","PHI","D","82","1407.1666666667","6","11","3","8","17","32.08"
"712","Bobby Brink","PHI","R","57","642.51666666667","7","10","9","1","17","62.96"
"737","Jordan Spence","L.A","D","71","877.11666666667","1","16","8","8","17","39.53"
"842","Dylan Guenther","ARI","R","45","528.71666666667","7","10","6","4","17","65.38"
"1","Ryan Suter","DAL","D","82","1403.8333333333","2","14","6","8","16","26.23"
"5","Corey Perry","CHI, EDM","R","54","600.26666666667","9","7","4","3","16","53.33"
"24","Kyle Okposo","BUF, FLA","R","67","744.48333333333","8","8","6","2","16","69.57"
"93","Brian Dumoulin","SEA","D","80","1212.2833333333","6","10","4","6","16","41.03"
"111","Calle Jarnkrok","TOR","C","52","615.83333333333","7","9","6","3","16","48.48"
"156","Sean Kuraly","CBJ","C","62","708.56666666667","9","7","5","2","16","64.00"
"194","Hampus Lindholm","BOS","D","73","1304.2","1","15","5","10","16","29.63"
"210","Jacob Trouba","NYR","D","69","1189.95","2","14","6","8","16","36.36"
"236","Josh Anderson","MTL","R","78","1018.9","7","9","6","3","16","44.44"
"340","Nicolas Aube-Kubel","WSH","R","60","714.38333333333","6","10","7","3","16","61.54"
"395","Keegan Kolesar","VGK","R","79","821.15","7","9","6","3","16","66.67"
"414","Thomas Chabot","OTT","D","51","950.53333333333","5","11","5","6","16","34.04"
"461","Ryan Lindgren","NYR","D","76","1222.5666666667","3","13","4","9","16","29.09"
"474","Brett Howden","VGK","C","72","837.93333333333","6","10","8","2","16","50.00"
"545","Mikey Anderson","L.A","D","74","1317.0666666667","2","14","7","7","16","32.00"
"565","Henri Jokiharju","BUF","D","74","1273.85","2","14","8","6","16","27.12"
"569","Dylan Samberg","WPG","D","78","1046.95","1","15","10","5","16","44.44"
"575","Erik Brannstrom","OTT","D","76","1067.65","2","14","6","8","16","42.11"
"660","Pontus Holmberg","TOR","R","54","557.26666666667","7","9","6","3","16","53.33"
"696","Peyton Krebs","BUF","C","80","903.81666666667","4","12","5","7","16","51.61"
"734","Simon Holmstrom","NYI","R","75","855.41666666667","10","6","6","0","16","53.33"
"779","Jack Quinn","BUF","R","27","327.85","8","8","4","4","16","84.21"
"782","Jake Sanderson","OTT","D","79","1274.45","4","12","4","8","16","28.07"
"841","Luke Hughes","N.J","D","82","1369.4","3","13","5","8","16","31.37"
"13","Jack Johnson","COL","D","80","1100.4166666667","3","12","7","5","15","28.85"
"37","Pat Maroon","BOS, MIN","L","51","600.78333333333","4","11","7","4","15","68.18"
"62","Justin Schultz","SEA","D","70","948.81666666667","6","9","3","6","15","60.00"
"72","Mike Hoffman","S.J","C","66","776.1","6","9","3","6","15","71.43"
"85","Dmitry Kulikov","FLA","D","76","1054.6333333333","1","14","9","5","15","37.50"
"206","Tom Wilson","WSH","R","74","980.1","6","9","4","5","15","60.00"
"212","Radek Faksa","DAL","C","74","751.61666666667","5","10","8","2","15","51.72"
"234","Brett Kulak","EDM","D","82","1162.2","3","12","4","8","15","33.33"
"289","Seth Jones","CHI","D","67","1257.7333333333","1","14","8","6","15","34.88"
"307","Conor Sheary","T.B","L","57","588.7","4","11","7","4","15","71.43"
"571","Josh Norris","OTT","C","50","641.08333333333","10","5","1","4","15","57.69"
"581","David Kampf","TOR","C","78","831.13333333333","7","8","3","5","15","57.69"
"593","Noah Cates","PHI","L","59","655.93333333333","5","10","4","6","15","62.50"
"602","Morgan Barron","WPG","C","80","712.78333333333","9","6","3","3","15","60.00"
"647","Rasmus Sandin","WSH","D","68","1268.0833333333","2","13","8","5","15","32.61"
"649","Nils Lundkvist","DAL","D","59","760.66666666667","2","13","9","4","15","38.46"
"658","Connor Dewar","MIN, TOR","C","74","684.23333333333","9","6","4","2","15","71.43"
"713","Kaapo Kakko","NYR","R","61","724.05","10","5","3","2","15","62.50"
"730","Shane Pinto","OTT","C","41","587.01666666667","2","13","6","7","15","62.50"
"835","Kent Johnson","CBJ","C","42","460.38333333333","5","10","6","4","15","71.43"
"886","Pavel Mintyukov","ANA","D","63","933.45","3","12","4","8","15","51.72"
"889","Simon Nemec","N.J","D","60","1016.7166666667","2","13","11","2","15","30.61"
"911","Leo Carlsson","ANA","C","55","788.38333333333","7","8","4","4","15","55.56"
"17","Andrew Cogliano","COL","C","75","615.11666666667","5","9","6","3","14","63.64"
"125","Cam Fowler","ANA","D","81","1405.0666666667","2","12","4","8","14","37.84"
"134","Ryan Johansen","COL","C","63","686.5","8","6","5","1","14","63.64"
"159","Nick Cousins","FLA","C","69","812.23333333333","6","8","2","6","14","60.87"
"204","Zemgus Girgensons","BUF","L","63","669.5","8","6","3","3","14","66.67"
"243","Liam O'Brien","ARI","C","75","705.08333333333","5","9","7","2","14","51.85"
"258","Hudson Fasching","NYI","R","45","527.83333333333","4","10","6","4","14","77.78"
"341","Brandon Montour","FLA","D","66","1158.7666666667","6","8","2","6","14","31.11"
"425","Yakov Trenin","COL, NSH","C","76","935.1","11","3","1","2","14","42.42"
"437","Niko Mikkola","FLA","D","82","1384.2","2","12","4","8","14","28.00"
"479","Max Jones","ANA","L","52","574.7","5","9","8","1","14","73.68"
"491","Samuel Girard","COL","D","59","950.68333333333","1","13","8","5","14","29.79"
"568","Timothy Liljegren","TOR","D","55","887.66666666667","3","11","2","9","14","35.90"
"584","Jan Rutta","S.J","D","69","1117.7166666667","3","11","4","7","14","42.42"
"721","Philip Tomasino","NSH","C","41","440.23333333333","7","7","3","4","14","82.35"
"25","Trevor Lewis","L.A","C","82","792.15","7","6","5","1","13","54.17"
"36","Kevin Shattenkirk","BOS","D","61","838.36666666667","4","9","6","3","13","35.14"
"42","Brendan Smith","N.J","D","63","820.11666666667","5","8","2","6","13","32.50"
"50","Alec Martinez","VGK","D","55","915.93333333333","4","9","5","4","13","30.23"
"76","Jakob Silfverberg","ANA","R","81","780.18333333333","5","8","4","4","13","72.22"
"115","Evgeny Kuznetsov","CAR, WSH","C","63","818.76666666667","5","8","6","2","13","59.09"
"179","Jamie Oleksiak","SEA","D","82","1314.6833333333","2","11","4","7","13","25.49"
"201","Mark Jankowski","NSH","C","32","353.15","6","7","1","6","13","72.22"
"222","Adam Pelech","NYI","D","58","976.81666666667","0","13","8","5","13","32.50"
"269","Ryan Graves","PIT","D","70","1121.1833333333","3","10","3","7","13","34.21"
"280","Justin Bailey","S.J","R","59","615.53333333333","5","8","5","3","13","65.00"
"299","Ryan Pulock","NYI","D","58","1060.9666666667","3","10","3","7","13","28.26"
"308","Trevor van Riemsdyk","WSH","D","70","1163.8166666667","0","13","6","7","13","28.89"
"312","Garnet Hathaway","PHI","R","82","872.93333333333","6","7","5","2","13","48.15"
"399","Brandon Carlo","BOS","D","76","1230.3","3","10","8","2","13","23.64"
"453","Brandon Tanev","SEA","L","66","759.43333333333","6","7","4","3","13","56.52"
"493","Jake Bean","CBJ","D","72","1063","4","9","6","3","13","33.33"
"531","Juuso Valimaki","ARI","D","68","1134.2666666667","2","11","5","6","13","25.00"
"547","Urho Vaakanainen","ANA","D","68","1029.25","1","12","6","6","13","31.71"
"549","Jesper Boqvist","BOS","C","47","500.91666666667","5","8","5","3","13","65.00"
"609","Parker Kelly","OTT","L","80","742.31666666667","4","9","4","5","13","61.90"
"612","Zach Whitecloud","VGK","D","61","954.8","2","11","4","7","13","38.24"
"617","Martin Fehervary","WSH","D","66","1139.1333333333","3","10","3","7","13","36.11"
"650","Jacob Bernard-Docker","OTT","D","72","1008.8666666667","4","9","6","3","13","32.50"
"702","Trevor Zegras","ANA","C","31","416.9","4","9","4","5","13","81.25"
"720","Alex Vlasic","CHI","D","76","1333.6","2","11","3","8","13","26.00"
"788","Lukas Reichel","CHI","L","65","770.76666666667","3","10","7","3","13","76.47"
"891","Matthew Poitras","BOS","C","33","389.1","5","8","3","5","13","76.47"
"18","Marc-Edouard Vlasic","S.J","D","57","826.9","6","6","2","4","12","48.00"
"49","Max Pacioretty","WSH","L","47","571.26666666667","2","10","6","4","12","60.00"
"55","Zach Bogosian","MIN, T.B","D","65","1030.4166666667","3","9","5","4","12","25.00"
"104","Nick Jensen","WSH","D","78","1279.5833333333","1","11","6","5","12","27.27"
"195","Mathew Dumba","ARI, T.B","D","76","1222.0833333333","4","8","1","7","12","26.09"
"239","Connor Brown","EDM","R","71","748.05","4","8","6","2","12","75.00"
"262","Mattias Janmark","EDM","C","71","706.91666666667","4","8","4","4","12","52.17"
"305","Nathan Walker","STL","L","45","469.98333333333","6","6","1","5","12","92.31"
"348","Jake Walman","DET","D","63","993.28333333333","9","3","2","1","12","26.09"
"413","Jeremy Lauzon","NSH","D","79","1230.45","5","7","3","4","12","27.27"
"482","Dante Fabbro","NSH","D","56","813.48333333333","3","9","6","3","12","31.58"
"507","Brandon Duhaime","COL, MIN","R","80","703.56666666667","4","8","7","1","12","46.15"
"513","Michael Pezzetta","MTL","L","61","462.81666666667","3","9","6","3","12","60.00"
"522","Tanner Jeannot","T.B","L","55","607.08333333333","6","6","2","4","12","66.67"
"553","Klim Kostin","DET, S.J","C","52","528.9","7","5","4","1","12","70.59"
"588","Johnathan Kovacevic","MTL","D","62","863.41666666667","6","6","3","3","12","30.77"
"653","Jordan Harris","MTL","D","56","849.08333333333","3","9","6","3","12","36.36"
"16","T.J. Oshie","WSH","R","52","683.91666666667","3","8","3","5","11","55.00"
"35","Ian Cole","VAN","D","78","1204.3333333333","2","9","3","6","11","20.75"
"71","Tyler Johnson","CHI","C","67","812.18333333333","6","5","3","2","11","73.33"
"117","Jon Merrill","MIN","D","65","793.66666666667","4","7","4","3","11","39.29"
"141","Jani Hakanpää","DAL","D","64","954.71666666667","2","9","4","5","11","23.40"
"142","Sam Carrick","ANA, EDM","C","77","698.28333333333","6","5","4","1","11","73.33"
"199","Tanner Pearson","MTL","L","54","574.65","4","7","3","4","11","68.75"
"224","Chris Tierney","N.J","C","52","426.71666666667","3","8","3","5","11","64.71"
"309","Ryan Carpenter","S.J","C","62","594.05","5","6","3","3","11","57.89"
"365","Victor Olofsson","BUF","L","51","508.66666666667","5","6","2","4","11","55.00"
"388","Erik Cernak","T.B","D","69","1076.95","2","9","5","4","11","25.00"
"411","Anthony Beauvillier","CHI, NSH, VAN","L","60","726.91666666667","3","8","4","4","11","50.00"
"456","Luke Kunin","S.J","C","77","966.33333333333","8","3","3","0","11","55.00"
"487","Boris Katchouk","CHI, OTT","L","59","601.55","6","5","2","3","11","73.33"
"496","Nathan Bastian","N.J","R","54","467.03333333333","4","7","3","4","11","73.33"
"501","Alexander Nylander","CBJ, PIT","L","28","384.5","7","4","2","2","11","52.38"
"523","Mathieu Olivier","CBJ","R","54","574.08333333333","4","7","3","4","11","57.89"
"560","MacKenzie Entwistle","CHI","R","67","709.86666666667","5","6","2","4","11","73.33"
"570","Pierre-Olivier Joseph","PIT","D","52","735.7","2","9","5","4","11","33.33"
"590","Emil Bemstrom","CBJ, PIT","C, R","56","545.56666666667","4","7","5","2","11","52.38"
"692","Blake Lizotte","L.A","C","62","612.81666666667","4","7","5","2","11","50.00"
"717","Arthur Kaliyev","L.A","R","51","523.13333333333","4","7","6","1","11","52.38"
"736","Jackson LaCombe","ANA","D","71","1099.6166666667","2","9","6","3","11","35.48"
"785","Justin Barron","MTL","D","48","768.56666666667","5","6","2","4","11","39.29"
"148","Colin Blackwell","CHI","C","44","540.1","6","4","4","0","10","76.92"
"189","Barclay Goodrow","NYR","C","80","822.08333333333","3","7","5","2","10","47.62"
"213","Matt Grzelcyk","BOS","D","63","991.28333333333","1","9","7","2","10","25.00"
"215","Oskar Sundqvist","STL","C","71","731.45","1","9","6","3","10","58.82"
"250","Dominik Kubalik","OTT","L","74","745.81666666667","7","3","3","0","10","62.50"
"316","Aaron Ekblad","FLA","D","51","783.61666666667","3","7","4","3","10","29.41"
"339","Andreas Englund","L.A","D","82","1000.6833333333","1","9","2","7","10","29.41"
"390","A.J. Greer","CGY","L","59","495.01666666667","4","6","3","3","10","71.43"
"432","Kevin Stenlund","FLA","C","81","776.38333333333","7","3","2","1","10","62.50"
"516","Vincent Desharnais","EDM","D","78","1051.9666666667","1","9","0","9","10","34.48"
"532","Kailer Yamamoto","SEA","R","59","566.2","6","4","2","2","10","66.67"
"533","Nicolas Hague","VGK","D","73","1208.1333333333","2","8","2","6","10","21.74"
"544","Cody Glass","NSH","C","41","436.01666666667","5","5","2","3","10","71.43"
"606","Mark Kastelic","OTT","C","63","474.63333333333","5","5","1","4","10","66.67"
"614","Eric Robinson","BUF, CBJ","L","47","506.75","3","7","5","2","10","66.67"
"643","Kevin Bahl","N.J","D","82","1241.55","1","9","5","4","10","16.13"
"651","Jakub Lauko","BOS","C","60","572.48333333333","2","8","6","2","10","62.50"
"673","Scott Perunovich","STL","D","54","684.61666666667","0","10","7","3","10","31.25"
"683","Egor Zamula","PHI","D","66","927.5","2","8","2","6","10","27.03"
"691","Nico Sturm","S.J","C","63","741.76666666667","4","6","5","1","10","45.45"
"714","John Beecher","BOS","C","52","451.63333333333","7","3","3","0","10","71.43"
"828","Mason Lohrei","BOS","D","41","630.46666666667","3","7","2","5","10","37.04"
"843","Logan Stankoven","DAL","C","24","311.56666666667","4","6","4","2","10","52.63"
"868","Arber Xhekaj","MTL","D","44","632.7","3","7","6","1","10","31.25"
"39","Sam Gagner","EDM","C","28","261.55","5","4","3","1","9","90.00"
"155","Nick Seeler","PHI","D","71","1025.4666666667","1","8","6","2","9","18.37"
"191","Luke Glendening","T.B","C","81","737.36666666667","8","1","1","0","9","56.25"
"196","Phillip Di Giuseppe","VAN","L","51","544.75","4","5","3","2","9","56.25"
"240","Ben Hutton","VGK","D","41","596.18333333333","2","7","3","4","9","30.00"
"247","Nate Schmidt","WPG","D","63","888.65","1","8","2","6","9","29.03"
"257","Josh Brown","ARI","D","51","638.55","3","6","3","3","9","27.27"
"285","Brett Pesce","CAR","D","70","1193.85","2","7","1","6","9","19.57"
"352","Fredrik Olofsson","COL","L","57","473.98333333333","3","6","4","2","9","60.00"
"463","Julien Gauthier","NYI","R","27","269.1","5","4","2","2","9","100.00"
"480","Andrew Peeke","BOS, CBJ","D","38","548.36666666667","1","8","5","3","9","37.50"
"489","Taylor Raddysh","CHI","R","73","878.91666666667","3","6","3","3","9","60.00"
"490","Noah Gregor","TOR","C","63","634.48333333333","4","5","5","0","9","56.25"
"495","Mikhail Sergachev","T.B","D","34","586.21666666667","1","8","3","5","9","52.94"
"529","Vinni Lettieri","MIN","C","46","407.15","5","4","3","1","9","69.23"
"585","Gustav Lindstrom","ANA, MTL","D","46","670.93333333333","2","7","5","2","9","32.14"
"632","Ty Emberson","S.J","D","30","498.73333333333","1","8","3","5","9","56.25"
"638","Ty Dellandrea","DAL","C","42","445.3","2","7","4","3","9","50.00"
"678","Rafael Harvey-Pinard","MTL","L","45","458.26666666667","2","7","6","1","9","60.00"
"686","Kyle MacLean","NYI","C","32","317.48333333333","4","5","3","2","9","81.82"
"705","Nikita Okhotiuk","CGY, S.J","D","52","765.76666666667","1","8","4","4","9","39.13"
"729","Jayden Struble","MTL","D","56","856.75","2","7","3","4","9","28.13"
"850","Zack Bolduc","STL","C","25","277.63333333333","5","4","1","3","9","75.00"
"855","Joshua Roy","MTL","R","23","251.53333333333","4","5","4","1","9","75.00"
"2","Jeff Carter","PIT","C","72","664.9","5","3","1","2","8","61.54"
"7","Mark Giordano","TOR","D","46","629.58333333333","3","5","1","4","8","25.00"
"11","Alex Goligoski","MIN","D","36","491.71666666667","0","8","6","2","8","44.44"
"68","Matt Martin","NYI","L","57","523.46666666667","4","4","3","1","8","47.06"
"91","Tyson Barrie","NSH","D","41","603.31666666667","1","7","4","3","8","33.33"
"137","Jarred Tinordi","CHI","D","52","710.66666666667","0","8","5","3","8","42.11"
"152","Travis Boyd","ARI","C","16","148.45","2","6","4","2","8","80.00"
"187","Colin Miller","N.J, WPG","D","46","648.41666666667","4","4","2","2","8","25.00"
"304","Dakota Mermis","MIN","D","47","601.4","3","5","2","3","8","38.10"
"313","Frederick Gaudreau","MIN","C","67","708.21666666667","3","5","2","3","8","53.33"
"354","Viktor Arvidsson","L.A","R","18","228.1","4","4","1","3","8","66.67"
"372","Dryden Hunt","CGY","L","28","303.56666666667","3","5","4","1","8","57.14"
"378","Jonas Siegenthaler","N.J","D","57","949.88333333333","1","7","2","5","8","25.81"
"404","Parker Wotherspoon","BOS","D","41","625.18333333333","0","8","1","7","8","30.77"
"465","Carl Grundstrom","L.A","R","50","521.46666666667","6","2","1","1","8","50.00"
"483","Josh Mahura","FLA","D","30","354.63333333333","0","8","2","6","8","61.54"
"589","Jacob Bryson","BUF","D","36","480.63333333333","1","7","4","3","8","47.06"
"624","Isac Lundestrom","ANA","C","46","526.48333333333","3","5","4","1","8","57.14"
"657","Ilya Lyubushkin","ANA, TOR","D","74","1025.05","0","8","4","4","8","21.62"
"672","Jesse Ylönen","MTL","R","59","515.81666666667","4","4","2","2","8","42.11"
"699","Kaedan Korczak","VGK","D","26","400.71666666667","1","7","3","4","8","40.00"
"742","Joel Kiviranta","COL","L","56","476.41666666667","3","5","3","2","8","47.06"
"751","Zac Jones","NYR","D","31","437.7","1","7","4","3","8","42.11"
"769","Dylan Holloway","EDM","L","38","420.21666666667","5","3","0","3","8","61.54"
"840","Matt Coronato","CGY","R","34","368.28333333333","2","6","4","2","8","57.14"
"880","David Jiricek","CBJ","D","43","604.88333333333","1","7","5","2","8","44.44"
"916","Sam Malinski","COL","D","23","307.9","2","6","1","5","8","50.00"
"3","Zach Parise","COL","L","30","340.61666666667","4","3","1","2","7","70.00"
"64","Marco Scandella","STL","D","65","734.16666666667","1","6","4","2","7","26.92"
"84","Calvin de Haan","T.B","D","59","849.05","2","5","3","2","7","23.33"
"177","Dougie Hamilton","N.J","D","20","349.16666666667","1","6","2","4","7","46.67"
"182","Connor Murphy","CHI","D","46","772.43333333333","1","6","2","4","7","31.82"
"233","Andreas Athanasiou","CHI","C","28","328.3","2","5","3","2","7","70.00"
"251","Kyle Burroughs","S.J","D","73","1259.75","2","5","3","2","7","17.50"
"253","Tyler Motte","T.B","C","69","694.18333333333","4","3","2","1","7","50.00"
"270","Andre Burakovsky","SEA","L","49","578.08333333333","2","5","3","2","7","50.00"
"282","William Carrier","VGK","L","39","429.85","5","2","1","1","7","50.00"
"343","Christian Dvorak","MTL","C","30","374.7","3","4","3","1","7","58.33"
"364","Sammy Blais","STL","L","53","495.76666666667","1","6","5","1","7","70.00"
"393","Oliver Kylington","CGY","D","33","526.46666666667","3","4","1","3","7","33.33"
"407","Noah Juulsen","VAN","D","54","683.78333333333","1","6","3","3","7","28.00"
"423","Dennis Gilbert","CGY","D","34","396","1","6","0","6","7","77.78"
"430","Noel Acciari","PIT","C","55","568.68333333333","4","3","1","2","7","41.18"
"431","Derek Ryan","EDM","C","70","589.16666666667","3","4","3","1","7","63.64"
"504","Troy Stecher","ARI, EDM","D","54","842.11666666667","1","6","3","3","7","20.59"
"525","Alex Barré-Boulet","T.B","C","36","364.46666666667","4","3","2","1","7","63.64"
"535","Conor Timmins","TOR","D","25","348.65","1","6","4","2","7","33.33"
"579","Nick DeSimone","CGY, N.J","D","34","439.75","2","5","1","4","7","35.00"
"594","Sebastian Aho","NYI","D","58","845.73333333333","2","5","1","4","7","28.00"
"652","Calen Addison","MIN, S.J","D","72","1026.45","1","6","2","4","7","25.00"
"665","David Gustafsson","WPG","C","39","326.16666666667","3","4","2","2","7","70.00"
"718","Ryan Johnson","BUF","D","41","547.15","0","7","4","3","7","31.82"
"719","Henry Thrun","S.J","D","51","850.93333333333","1","6","2","4","7","26.92"
"766","Mitchell Chaffee","T.B","R","30","329.31666666667","4","3","1","2","7","58.33"
"817","Alexander Barabanov","S.J","L","46","616.76666666667","4","3","3","0","7","46.67"
"818","Radim Zohorna","PIT","L","33","299.35","4","3","2","1","7","63.64"
"827","Nils Aman","VAN","C","43","380.28333333333","3","4","3","1","7","70.00"
"829","Matthew Kessel","STL","D","39","619.81666666667","1","6","2","4","7","36.84"
"832","Walker Duehr","CGY","R","40","316.35","2","5","4","1","7","53.85"
"834","Josh Doan","ARI","R","11","133.53333333333","5","2","1","1","7","77.78"
"20","Ryan Reaves","TOR","R","49","392.86666666667","4","2","2","0","6","60.00"
"23","Erik Johnson","BUF, PHI","D","67","790.46666666667","5","1","0","1","6","21.43"
"63","Travis Hamonic","OTT","D","48","628.9","2","4","2","2","6","24.00"
"147","Michael Sgarbossa","WSH","C","25","259.26666666667","4","2","2","0","6","75.00"
"166","Joel Edmundson","TOR, WSH","D","53","778.16666666667","1","5","2","3","6","18.75"
"314","Pierre-Edouard Bellemare","SEA","L","40","314.01666666667","3","3","2","1","6","50.00"
"315","Tomas Nosek","N.J","L","36","364.93333333333","2","4","4","0","6","60.00"
"324","Jakub Vrana","STL","L","21","215.96666666667","2","4","2","2","6","66.67"
"363","Kevin Labanc","S.J","R","46","485.05","2","4","2","2","6","66.67"
"384","Travis Dermott","ARI","D","50","707.6","2","4","0","4","6","31.58"
"450","Ryan Lomberg","FLA","L","75","681.46666666667","4","2","2","0","6","35.29"
"471","Dillon Dube","CGY","C","43","416.4","2","4","1","3","6","46.15"
"481","Tyson Jost","BUF","C","43","421.88333333333","3","3","2","1","6","50.00"
"625","Mattias Samuelsson","BUF","D","41","698.48333333333","1","5","1","4","6","21.43"
"646","Adam Boqvist","CBJ","D","35","541.78333333333","1","5","1","4","6","23.08"
"662","Jonatan Berggren","DET","R","12","120.65","2","4","1","3","6","75.00"
"682","Brayden Pachal","CGY, VGK","D","50","670.21666666667","2","4","2","2","6","27.27"
"796","Jamie Drysdale","ANA, PHI","D","34","539.41666666667","2","4","2","2","6","54.55"
"803","Brendan Brisson","VGK","C","15","168.21666666667","1","5","3","2","6","60.00"
"812","Wyatt Kaiser","CHI","D","32","479.4","0","6","0","6","6","35.29"
"814","Isaak Phillips","CHI","D","33","502.71666666667","0","6","3","3","6","54.55"
"861","Olen Zellweger","ANA","D","26","427.31666666667","2","4","2","2","6","54.55"
"881","Kevin Korchinski","CHI","D","76","1297.1166666667","4","2","1","1","6","17.65"
"15","Marc Staal","PHI","D","35","437.38333333333","1","4","2","2","5","31.25"
"34","Nick Bonino","NYR","C","45","444.3","1","4","3","1","5","62.50"
"56","Luke Schenn","NSH","D","63","846.95","1","4","2","2","5","19.23"
"163","Scott Mayfield","NYI","D","41","649.33333333333","0","5","3","2","5","25.00"
"284","Zachary Sanford","ARI, CHI","L","29","293.68333333333","0","5","4","1","5","62.50"
"306","Joel Hanley","CGY, DAL","D","42","556.05","1","4","2","2","5","23.81"
"320","Haydn Fleury","T.B","D","24","354.11666666667","1","4","2","2","5","29.41"
"336","Brendan Lemieux","CAR","L","32","254.38333333333","3","2","2","0","5","45.45"
"503","Jacob MacDonald","S.J","D","34","345.45","4","1","1","0","5","100.00"
"511","Axel Jonsson-Fjallby","WPG","L","26","204.68333333333","2","3","3","0","5","71.43"
"515","Matthew Phillips","PIT, WSH","R","31","280.16666666667","1","4","3","1","5","55.56"
"520","Justin Brazeau","BOS","R","19","199.15","3","2","1","1","5","50.00"
"551","Adam Ruzicka","ARI, CGY","C","42","350.75","3","2","1","1","5","50.00"
"596","Olle Lycksell","PHI","R","18","170","1","4","3","1","5","83.33"
"598","Cole Guttman","CHI","C","27","278.48333333333","2","3","1","2","5","83.33"
"639","Barrett Hayton","ARI","C","33","412.15","2","3","1","2","5","38.46"
"680","Reese Johnson","CHI","C","42","402.65","2","3","0","3","5","50.00"
"685","John Ludvig","PIT","D","33","357.26666666667","3","2","1","1","5","41.67"
"688","Jacob Lucchini","MIN","C","40","352.16666666667","2","3","1","2","5","50.00"
"750","Juuso Parssinen","NSH","C","44","545.51666666667","3","2","0","2","5","35.71"
"830","Daniil Miromanov","CGY, VGK","D","24","426.13333333333","3","2","2","0","5","31.25"
"887","Ivan Miroshnichenko","WSH","L","21","241.2","2","3","1","2","5","71.43"
"99","Nicolas Deslauriers","PHI","L","60","481.46666666667","1","3","1","2","4","44.44"
"112","Justin Holl","DET","D","38","521.31666666667","0","4","1","3","4","14.81"
"118","Tyler Pitlick","NYR","C","34","332.1","1","3","2","1","4","50.00"
