"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"466","Alex DeBrincat","DET","R","82","1154.6","16","27","17","10","43","67.19"
"546","Casey Mittelstadt","BUF, COL","C","80","1136.8166666667","13","30","15","15","43","63.24"
"548","Nico Hischier","N.J","C","71","957.28333333333","18","25","14","11","43","78.18"
"561","Jason Robertson","DAL","L","82","1186.5666666667","17","26","15","11","43","65.15"
"620","Quinn Hughes","VAN","D","82","1540.6166666667","10","33","13","20","43","46.74"
"770","Lucas Raymond","DET","L","82","1128.45","17","26","17","9","43","75.44"
"787","Tim Stützle","OTT","C","75","1183.2333333333","12","31","13","18","43","74.14"
"9","Evgeni Malkin","PIT","C","82","1157.45","19","23","17","6","42","73.68"
"175","Mark Scheifele","WPG","C","74","1192.5166666667","13","29","20","9","42","71.19"
"188","Jonathan Marchessault","VGK","R","82","1103.4833333333","25","17","13","4","42","77.78"
"261","Jake Guentzel","CAR, PIT","C, L","67","1025.5666666667","19","23","16","7","42","70.00"
"297","Josh Morrissey","WPG","D","81","1605.35","8","34","17","17","42","50.60"
"328","Alex Tuch","BUF","R","75","1054.9666666667","18","24","15","9","42","77.78"
"401","Mathew Barzal","NYI","C","80","1270.2","14","28","24","4","42","67.74"
"783","Alexis Lafrenière","NYR","L","82","1234.3","19","23","16","7","42","60.87"
"61","Roman Josi","NSH","D","82","1543.8","12","29","17","12","41","50.00"
"294","Bo Horvat","NYI","C","81","1201.3166666667","17","24","12","12","41","67.21"
"317","Sam Reinhart","FLA","C","82","1060.9666666667","20","21","14","7","41","70.69"
"397","Travis Konecny","PHI","R","76","1079.2666666667","20","21","16","5","41","71.93"
"436","Conor Garland","VAN","R","82","1003.6666666667","19","22","15","7","41","74.55"
"618","Joel Farabee","PHI","L","82","1091.2","18","23","18","5","41","83.67"
"811","JJ Peterka","BUF","R","82","1135.0833333333","23","18","8","10","41","67.21"
"264","Carter Verhaeghe","FLA","C","76","1034.75","20","20","12","8","40","70.18"
"409","Zach Werenski","CBJ","D","70","1337.7833333333","8","32","15","17","40","50.00"
"573","Cale Makar","COL","D","77","1304.0833333333","11","29","10","19","40","55.56"
"715","Matt Boldy","MIN","L","75","1041.85","18","22","16","6","40","70.18"
"67","Gustav Nyquist","NSH","C","81","1057.4166666667","11","28","19","9","39","69.64"
"79","Matt Duchene","DAL","C","80","1075.65","14","25","16","9","39","72.22"
"126","Vladimir Tarasenko","FLA, OTT","R","76","963.73333333333","17","22","13","9","39","70.91"
"157","Vincent Trocheck","NYR","C","82","1239.6166666667","9","30","22","8","39","60.00"
"353","Devon Toews","COL","D","82","1468.6","10","29","12","17","39","49.37"
"392","Sebastian Aho","CAR","C","78","1074.7833333333","15","24","18","6","39","67.24"
"454","Matthew Tkachuk","FLA","L","80","1035.85","14","25","17","8","39","69.64"
"556","Owen Tippett","PHI","R","78","1012.5333333333","18","21","15","6","39","76.47"
"752","Matias Maccelli","ARI","L","82","1098.4333333333","12","27","15","12","39","76.47"
"135","Tyler Seguin","DAL","C","68","876.23333333333","20","18","7","11","38","77.55"
"160","Blake Coleman","CGY","C","78","1093.2","17","21","7","14","38","76.00"
"287","Aleksander Barkov","FLA","C","73","928.35","13","25","17","8","38","71.70"
"380","Pavel Zacha","BOS","C","78","983.43333333333","13","25","11","14","38","67.86"
"468","Clayton Keller","ARI","R","78","1149.1166666667","19","19","13","6","38","79.17"
"706","Cole Caufield","MTL","R","82","1199.9833333333","16","22","16","6","38","65.52"
"6","Joe Pavelski","DAL","C","82","1085.3166666667","12","25","14","11","37","68.52"
"78","Victor Hedman","T.B","D","78","1358.3166666667","8","29","16","13","37","51.39"
"94","Mattias Ekholm","EDM","D","79","1364.35","8","29","20","9","37","42.05"
"323","Kevin Fiala","L.A","L","82","1144.9666666667","15","22","14","8","37","71.15"
"337","Ivan Barbashev","VGK","C","82","1143.7333333333","15","22","16","6","37","59.68"
"345","Warren Foegele","EDM","L","82","1013.4","17","20","14","6","37","78.72"
"448","Mason Marchment","DAL","L","81","1079.9","15","22","15","7","37","68.52"
"557","Nick Suzuki","MTL","C","82","1239.5166666667","16","21","11","10","37","63.79"
"591","Drake Batherson","OTT","R","82","1173.8166666667","20","17","12","5","37","72.55"
"623","Evan Bouchard","EDM","D","81","1456.9","8","29","10","19","37","39.36"
"776","Seth Jarvis","CAR","C","81","1052.9833333333","14","23","14","9","37","63.79"
"791","Quinton Byfield","L.A","C, R","80","1072.9166666667","12","25","15","10","37","78.72"
"19","Kris Letang","PIT","D","82","1545","9","27","13","14","36","46.15"
"29","Claude Giroux","OTT","R","82","1154.25","14","22","12","10","36","69.23"
"116","Charlie Coyle","BOS","C","82","1035.4","14","22","10","12","36","80.00"
"154","Johnny Gaudreau","CBJ","L","81","1176.3333333333","7","29","22","7","36","60.00"
"398","Dylan Strome","WSH","C","82","1157.35","16","20","14","6","36","75.00"
"400","Brock Boeser","VAN","R","81","1123.0166666667","18","18","13","5","36","59.02"
"477","Trent Frederic","BOS","C","82","1025.7","15","21","13","8","36","78.26"
"644","Noah Dobson","NYI","D","79","1509.2333333333","8","28","16","12","36","50.70"
"704","Nils Hoglander","VAN","L","80","910.8","24","12","8","4","36","69.23"
"77","John Tavares","TOR","C","80","1107.9333333333","15","20","12","8","35","70.00"
"140","Bryan Rust","PIT","R","62","899.9","19","16","9","7","35","58.33"
"168","William Karlsson","VGK","C","70","852.9","19","16","10","6","35","76.09"
"283","Tyler Bertuzzi","TOR","L","80","1117.9166666667","15","20","11","9","35","59.32"
"288","Jonathan Drouin","COL","L","79","1093.35","13","22","11","11","35","52.24"
"302","Anthony Mantha","VGK, WSH","R","74","917.11666666667","20","15","9","6","35","70.00"
"335","Adrian Kempe","L.A","R","77","1007.4166666667","17","18","10","8","35","74.47"
"403","Roope Hintz","DAL","C","80","997.46666666667","14","21","11","10","35","59.32"
"75","Ryan O'Reilly","NSH","C","82","1098.7","11","23","8","15","34","59.65"
"165","Brandon Saad","STL","L","82","1063.5","18","16","7","9","34","72.34"
"382","Jack Eichel","VGK","C","63","847.81666666667","15","19","11","8","34","79.07"
"908","Connor Bedard","CHI","C","68","1043.15","16","18","12","6","34","91.89"
"122","Nick Bjugstad","ARI","C","76","988.03333333333","17","16","9","7","33","63.46"
"184","Phillip Danault","L.A","C","78","1058.2333333333","13","20","14","6","33","64.71"
"333","Jared McCann","SEA","L","80","952.3","16","17","11","6","33","76.74"
"357","Michael Bunting","CAR, PIT","L","81","1013.5166666667","11","22","16","6","33","73.33"
"419","Joel Eriksson Ek","MIN","C","77","996.08333333333","15","18","6","12","33","57.89"
"716","Jack Hughes","N.J","C","62","976.56666666667","13","20","11","9","33","76.74"
"771","Marco Rossi","MIN","C","82","1142.2","18","15","9","6","33","75.00"
"847","Matthew Knies","TOR","L","80","1001.1666666667","15","18","11","7","33","61.11"
"893","Juraj Slafkovsky","MTL","L","82","1175.5833333333","13","20","10","10","33","62.26"
"14","Anze Kopitar","L.A","C","81","1100.05","13","19","11","8","32","62.75"
"53","Steven Stamkos","T.B","C","79","1055.7666666667","14","18","10","8","32","65.31"
"114","Tyler Toffoli","N.J, WPG","C, R","79","1027.7","17","15","10","5","32","58.18"
"130","Jeff Skinner","BUF","L","74","949.08333333333","15","17","11","6","32","68.09"
"291","Sean Monahan","MTL, WPG","C","83","1043.1666666667","14","18","11","7","32","60.38"
"377","Kyle Connor","WPG","L","65","999.61666666667","22","10","4","6","32","74.42"
"502","Filip Hronek","VAN","D","81","1506.85","2","30","11","19","32","37.65"
"567","Martin Necas","CAR","C","77","1083.7833333333","13","19","10","9","32","69.57"
"724","Thomas Harley","DAL","D","79","1419.9666666667","10","22","8","14","32","42.11"
"33","Jamie Benn","DAL","L","82","905.2","13","18","11","7","31","77.50"
"65","Adam Henrique","ANA, EDM","C","82","997.66666666667","15","16","9","7","31","67.39"
"260","Pavel Buchnevich","STL","L","80","1095.5666666667","10","21","10","11","31","62.00"
"325","Dylan Larkin","DET","C","68","954.66666666667","14","17","14","3","31","56.36"
"327","Travis Sanheim","PHI","D","81","1481.75","9","22","11","11","31","54.39"
"330","Nick Schmaltz","ARI","C","79","1142.3833333333","7","24","14","10","31","68.89"
"356","Danton Heinen","BOS","L","74","930.75","14","17","10","7","31","65.96"
"415","Mathieu Joseph","OTT","R","72","981.91666666667","8","23","15","8","31","73.81"
"460","Adam Fox","NYR","D","72","1232.9166666667","9","22","13","9","31","55.36"
"631","Andrei Svechnikov","CAR","R","59","798.5","11","20","11","9","31","83.78"
"675","Yegor Sharangovich","CGY","C","82","1038.25","20","11","6","5","31","75.61"
"58","Erik Karlsson","PIT","D","82","1588.6333333333","6","24","11","13","30","40.00"
"80","Evander Kane","EDM","L","77","1108.1333333333","15","15","9","6","30","68.18"
"87","Chris Kreider","NYR","L","82","1032.9166666667","15","15","7","8","30","58.82"
"89","Reilly Smith","PIT","R","76","999.11666666667","12","18","12","6","30","71.43"
"153","Dylan DeMelo","WPG","D","82","1516.4166666667","3","27","11","16","30","37.04"
"170","Ryan Nugent-Hopkins","EDM","C","80","1081.9833333333","11","19","14","5","30","50.85"
"193","Morgan Rielly","TOR","D","72","1369.4","4","26","16","10","30","38.96"
"252","MacKenzie Weegar","CGY","D","82","1454.45","15","15","7","8","30","46.15"
"263","Anthony Duclair","S.J, T.B","L","73","973.65","19","11","7","4","30","65.22"
"265","Oliver Bjorkstrand","SEA","R","82","1066.3166666667","11","19","11","8","30","73.17"
"276","J.T. Compher","DET","L","77","1030.25","10","20","14","6","30","65.22"
"359","Gustav Forsling","FLA","D","79","1349.2333333333","7","23","15","8","30","43.48"
"374","Frank Vatrano","ANA","R","82","1050.3833333333","17","13","7","6","30","63.83"
"387","Timo Meier","N.J","R","69","990.48333333333","15","15","9","6","30","69.77"
"412","Daniel Sprong","DET","R","76","761.8","14","16","9","7","30","81.08"
"439","Troy Terry","ANA","R","76","1097.55","11","19","12","7","30","69.77"
"492","Pierre-Luc Dubois","L.A","C","82","1061.4","8","22","14","8","30","73.17"
"741","Ilya Mikheyev","VAN","R","78","946.18333333333","11","19","10","9","30","73.17"
"8","Alex Ovechkin","WSH","L","79","1104.3","14","15","11","4","29","70.73"
"74","Kyle Palmieri","NYI","C","82","1073.25","16","13","4","9","29","63.04"
"103","Anders Lee","NYI","L","81","1086.7333333333","13","16","2","14","29","56.86"
"138","Mikael Granlund","S.J","C","69","1007.65","9","20","9","11","29","67.44"
"146","Mark Stone","VGK","R","56","732.8","8","21","9","12","29","76.32"
"225","Jordan Martinook","CAR","L","82","1053.4833333333","12","17","10","7","29","70.73"
"232","Jaccob Slavin","CAR","D","81","1381.8833333333","3","26","9","17","29","45.31"
"241","Alex Kerfoot","ARI","C","82","1027.15","8","21","15","6","29","67.44"
"396","Tommy Novak","NSH","C","71","817.93333333333","10","19","10","9","29","72.50"
"410","Nicolas Roy","VGK","C","70","831.68333333333","9","20","11","9","29","85.29"
"462","Charlie McAvoy","BOS","D","74","1337.2","9","20","7","13","29","43.94"
"499","Tage Thompson","BUF","C","71","953.6","16","13","9","4","29","63.04"
"509","Ross Colton","COL","C","80","933.65","11","18","12","6","29","70.73"
"635","Rasmus Dahlin","BUF","D","81","1609","8","21","13","8","29","45.31"
"762","Drew O'Connor","PIT","L","79","1068.3833333333","13","16","10","6","29","59.18"
"21","Brad Marchand","BOS","L","82","1051.4333333333","15","13","8","5","28","56.00"
"59","Jordan Eberle","SEA","R","78","1086.3666666667","9","19","14","5","28","57.14"
"110","Mats Zuccarello","MIN","R","69","964.3","6","22","14","8","28","62.22"
"186","Rickard Rakell","PIT","R","70","957.26666666667","11","17","5","12","28","53.85"
"273","Jason Dickinson","CHI","C","82","1058.3","19","9","4","5","28","62.22"
"274","Ryan Hartman","MIN","R","74","959.5","12","16","9","7","28","63.64"
"338","Marcus Pettersson","PIT","D","82","1556.4166666667","3","25","8","17","28","32.18"
"373","Andrew Mangiapane","CGY","L","75","1011.3666666667","7","21","14","7","28","59.57"
"375","Noah Hanifin","CGY, VGK","D","80","1452.5333333333","7","21","11","10","28","38.89"
"552","Eeli Tolvanen","SEA","R","81","1034.3833333333","12","16","10","6","28","80.00"
"744","Aliaksei Protas","WSH","C","78","950.16666666667","6","22","12","10","28","66.67"
"768","Connor Zary","CGY","C","63","809.25","13","15","9","6","28","65.12"
"844","Cole Sillinger","CBJ","C","77","987.15","10","18","11","7","28","65.12"
"44","Patrick Kane","DET","R","50","711.28333333333","14","13","7","6","27","81.82"
"47","Mikael Backlund","CGY","C","82","1145.2833333333","10","17","13","4","27","61.36"
"81","Brayden Schenn","STL","C","82","1074.7666666667","11","16","10","6","27","60.00"
"143","Brendan Gallagher","MTL","R","77","925.41666666667","15","12","9","3","27","79.41"
"171","Jonathan Huberdeau","CGY","C","81","1107.9666666667","7","20","13","7","27","65.85"
"185","Vladislav Namestnikov","WPG","C","78","891.48333333333","6","21","11","10","27","60.00"
"217","Chandler Stephenson","VGK","C","75","978.63333333333","8","19","10","9","27","67.50"
"267","Nicholas Paul","T.B","L","82","1056.0833333333","14","13","8","5","27","58.70"
"360","Dakota Joshua","VAN","C","63","746.53333333333","14","13","7","6","27","77.14"
"443","Mason Appleton","WPG","C","82","1138.7333333333","10","17","9","8","27","64.29"
"540","Morgan Geekie","BOS","C","76","1004.0333333333","13","14","7","7","27","61.36"
"566","Miro Heiskanen","DAL","D","71","1360.5666666667","6","21","8","13","27","39.71"
"656","Kirill Marchenko","CBJ","R","78","1019.8666666667","14","13","8","5","27","55.10"
"799","Luke Evangelista","NSH","R","80","917.4","12","15","14","1","27","67.50"
"853","Mason McTavish","ANA","C","64","840.55","12","15","11","4","27","65.85"
"906","Andrei Kuzmenko","CGY, VAN","L","72","815.65","14","13","9","4","27","64.29"
"43","David Perron","DET","L","76","922.06666666667","8","18","9","9","26","68.42"
"139","Nino Niederreiter","WPG","R","77","980.71666666667","12","14","7","7","26","70.27"
"158","Adam Lowry","WPG","C","81","1042.65","9","17","10","7","26","68.42"
"183","Stefan Noesen","CAR","R","81","820.78333333333","11","15","10","5","26","65.00"
"416","Lawson Crouse","ARI","L","81","1008.3333333333","15","11","8","3","26","65.00"
"427","Anthony Cirelli","T.B","C","79","1091.55","10","16","7","9","26","53.06"
"519","Michael Carcone","ARI","L","74","783.61666666667","19","7","3","4","26","68.42"
"542","Michael Rasmussen","DET","C","75","964.15","11","15","10","5","26","65.00"
"562","Morgan Frost","PHI","C","71","880.75","8","18","15","3","26","72.22"
"613","Kiefer Sherwood","NSH","L","68","772.75","10","16","10","6","26","72.22"
"619","Philipp Kurashev","CHI","C","75","1093.8333333333","9","17","12","5","26","76.47"
"622","Ryan McLeod","EDM","C","81","972.33333333333","11","15","13","2","26","66.67"
"700","Dylan Cozens","BUF","C","79","992.91666666667","8","18","14","4","26","61.90"
"784","Dawson Mercer","N.J","C","82","1108.3666666667","16","10","6","4","26","66.67"
"790","Brock Faber","MIN","D","82","1490.9833333333","4","22","13","9","26","39.39"
"792","Alexander Holtz","N.J","R","82","835.58333333333","15","11","6","5","26","81.25"
"825","Yegor Chinakhov","CBJ","R","53","650.56666666667","15","11","7","4","26","78.79"
"876","Logan Cooley","ARI","C","82","1055.8833333333","13","13","11","2","26","65.00"
"909","Zach Benson","BUF","L","71","886.48333333333","10","16","10","6","26","74.29"
"38","James van Riemsdyk","BOS","L","71","768","4","21","13","8","25","83.33"
"52","Drew Doughty","L.A","D","82","1554.5833333333","5","20","10","10","25","41.67"
"149","Ondrej Palat","N.J","L","71","929.85","10","15","9","6","25","62.50"
"174","Mika Zibanejad","NYR","C","81","1060.3666666667","8","17","15","2","25","54.35"
"176","Sean Couturier","PHI","C","74","982.68333333333","5","20","9","11","25","54.35"
"192","Yanni Gourde","SEA","C","80","1133.6666666667","9","16","11","5","25","69.44"
"198","Brady Skjei","CAR","D","80","1361.1333333333","9","16","9","7","25","50.00"
"208","Teuvo Teravainen","CAR","L","76","910.8","14","11","7","4","25","65.79"
"268","Andrew Copp","DET","C","79","1001.0166666667","10","15","8","7","25","54.35"
"292","Darnell Nurse","EDM","D","81","1416.7","7","18","10","8","25","41.67"
"319","Sam Bennett","FLA","C","69","899.41666666667","13","12","8","4","25","55.56"
"342","Ryan Donato","CHI","C","78","915","11","14","9","5","25","75.76"
"421","Jake DeBrusk","BOS","L","80","1012.9666666667","13","12","6","6","25","62.50"
"428","Evan Rodrigues","FLA","C","80","1007","8","17","9","8","25","54.35"
"587","Fabian Zetterlund","S.J","L","82","1195.9333333333","16","9","8","1","25","52.08"
"605","Sean Walker","COL, PHI","D","81","1292.4833333333","8","17","8","9","25","35.21"
"642","Jack McBain","ARI","C","67","714.48333333333","7","18","13","5","25","65.79"
"698","Bowen Byram","BUF, COL","D","73","1274.4166666667","11","14","4","10","25","41.67"
"740","Alex Newhook","MTL","C","55","711.63333333333","12","13","6","7","25","71.43"
"753","Dmitri Voronkov","CBJ","L","75","825.06666666667","11","14","9","5","25","64.10"
"32","Alex Killorn","ANA","C, L","63","902.21666666667","11","13","10","3","24","68.57"
"48","Ryan McDonagh","NSH","D","74","1256.5166666667","2","22","10","12","24","45.28"
"132","Erik Gudbranson","CBJ","D","78","1267.4166666667","6","18","6","12","24","58.54"
"173","Ryan Strome","ANA","C","79","996.66666666667","9","15","6","9","24","63.16"
"295","Valeri Nichushkin","COL","R","54","796","9","15","12","3","24","57.14"
"376","Rasmus Andersson","CGY","D","78","1389.85","5","19","10","9","24","35.29"
"383","Vince Dunn","SEA","D","59","1113.7666666667","6","18","11","7","24","52.17"
"802","Cole Perfetti","WPG","C","71","795.8","11","13","12","1","24","61.54"
"28","Jeff Petry","DET","D","73","1200.2166666667","3","20","8","12","23","42.59"
"30","Jordan Staal","CAR","C","80","993.98333333333","9","14","3","11","23","69.70"
"57","Tyler Myers","VAN","D","77","1221.1","3","20","12","8","23","43.40"
"86","Nick Leddy","STL","D","82","1536.8666666667","2","21","11","10","23","37.70"
"98","David Savard","MTL","D","60","982.13333333333","5","18","6","12","23","46.00"
"102","Erik Haula","N.J","L","76","995.85","11","12","11","1","23","53.49"
"150","Josh Manson","COL","D","76","1173.3833333333","7","16","9","7","23","41.82"
"228","Teddy Blueger","VAN","C","68","831.18333333333","4","19","11","8","23","67.65"
"290","Elias Lindholm","CGY, VAN","C","75","994.41666666667","6","17","7","10","23","58.97"
"355","Sam Lafferty","VAN","C","79","858.3","12","11","4","7","23","71.88"
"371","Darren Raddysh","T.B","D","82","1383.75","4","19","7","12","23","35.94"
"408","Jack Roslovic","CBJ, NYR","C","59","776.13333333333","6","17","9","8","23","62.16"
"422","Ivan Provorov","CBJ","D","82","1393.0833333333","5","18","7","11","23","38.33"
"433","Will Borgen","SEA","D","82","1293.05","3","20","11","9","23","46.94"
"610","Pius Suter","VAN","C","67","807.8","11","12","7","5","23","58.97"
"630","Jesperi Kotkaniemi","CAR","C","79","907.25","10","13","9","4","23","62.16"
"667","Martin Pospisil","CGY","C","63","759.13333333333","8","15","7","8","23","62.16"
"723","Connor McMichael","WSH","C","80","1020.0166666667","13","10","8","2","23","74.19"
"725","Nicholas Robertson","TOR","L","56","584.86666666667","13","10","6","4","23","74.19"
"735","Pavel Dorofeyev","VGK","L","47","570.53333333333","13","10","6","4","23","76.67"
"774","Jake Neighbours","STL","L","77","961.55","18","5","5","0","23","62.16"
"786","Anton Lundell","FLA","C","78","956.5","8","15","7","8","23","67.65"
"806","Tyson Foerster","PHI","R","77","1074.8333333333","14","9","3","6","23","48.94"
"839","Owen Power","BUF","D","76","1388.8166666667","6","17","7","10","23","31.94"
"60","John Carlson","WSH","D","82","1508.4333333333","4","18","5","13","22","40.00"
"73","Marcus Johansson","MIN","L","78","1016.0333333333","9","13","5","8","22","64.71"
"88","Brayden McNabb","VGK","D","82","1356.6833333333","4","18","7","11","22","36.67"
"90","Tomas Tatar","COL, SEA","L","70","791.56666666667","9","13","5","8","22","59.46"
"124","Kevin Hayes","STL","R","79","978.23333333333","12","10","4","6","22","61.11"
"161","Jean-Gabriel Pageau","NYI","C","82","968.96666666667","7","15","10","5","22","64.71"
"164","Boone Jenner","CBJ","C","58","834.13333333333","16","6","2","4","22","56.41"
"178","Jonas Brodin","MIN","D","62","1152.0833333333","5","17","6","11","22","42.31"
"190","Torey Krug","STL","D","77","1291.5166666667","3","19","9","10","22","55.00"
"200","Scott Laughton","PHI","C","82","973.71666666667","9","13","7","6","22","59.46"
"216","Esa Lindell","DAL","D","82","1324.4833333333","4","18","8","10","22","36.67"
"229","Jake McCabe","TOR","D","73","1257.2","5","17","8","9","22","34.92"
"266","Miles Wood","COL","L","74","891.23333333333","5","17","14","3","22","62.86"
"272","Shea Theodore","VGK","D","47","834.1","3","19","12","7","22","55.00"
"298","Alexander Wennberg","NYR, SEA","C","79","1039.0333333333","6","16","9","7","22","48.89"
"350","Michael Amadio","VGK","R","73","892.43333333333","11","11","5","6","22","55.00"
"367","Jake Evans","MTL","C","82","997.21666666667","5","17","8","9","22","64.71"
"447","Jalen Chatfield","CAR","D","72","1036.1","8","14","4","10","22","44.00"
"470","Jakob Chychrun","OTT","D","82","1521.1833333333","7","15","7","8","22","36.07"
"708","Moritz Seider","DET","D","82","1347.5333333333","5","17","9","8","22","34.92"
"819","Artem Zub","OTT","D","69","1196.3333333333","3","19","10","9","22","41.51"
"836","Matty Beniers","SEA","C","77","1094.7","8","14","11","3","22","61.11"
"51","Lars Eller","PIT","C","82","960.18333333333","8","13","5","8","21","63.64"
"66","TJ Brodie","TOR","D","78","1422.85","0","21","8","13","21","30.00"
"113","Jason Zucker","ARI, NSH","L","69","817.36666666667","9","12","8","4","21","65.63"
"203","Mike Matheson","MTL","D","82","1425.3166666667","4","17","8","9","21","42.86"
"218","Shayne Gostisbehere","DET","D","81","1173.5166666667","7","14","8","6","21","50.00"
"301","Curtis Lazar","N.J","C","71","781.43333333333","6","15","10","5","21","63.64"
"442","Vladislav Gavrikov","L.A","D","77","1328.3","5","16","5","11","21","33.87"
"527","Justin Danforth","CBJ","R","71","853.45","8","13","7","6","21","53.85"
"626","Joe Veleno","DET","C","80","937.66666666667","8","13","6","7","21","61.76"
"775","Ridly Greig","OTT","C","72","881.36666666667","9","12","9","3","21","48.84"
"821","Bobby McMann","TOR","C","56","581.93333333333","12","9","3","6","21","72.41"
"838","William Eklund","S.J","L","80","1125.1333333333","5","16","8","8","21","58.33"
"912","Adam Fantilli","CBJ","C","49","613.91666666667","10","11","7","4","21","80.77"
"69","Cameron Atkinson","PHI","R","70","829.68333333333","10","10","3","7","20","68.97"
"92","Dmitry Orlov","CAR","D","82","1274.5833333333","5","15","4","11","20","37.74"
"97","Casey Cizikas","NYI","C","70","801.35","9","11","5","6","20","71.43"
"205","Cody Ceci","EDM","D","79","1326.7","4","16","6","10","20","33.90"
"223","Jimmy Vesey","NYR","L","80","852.5","9","11","6","5","20","83.33"
"227","Colton Sissons","NSH","C","81","944.2","7","13","11","2","20","58.82"
"331","Robby Fabbri","DET","C","68","716.8","13","7","3","4","20","71.43"
"368","Jake Middleton","MIN","D","80","1350.6","5","15","6","9","20","40.00"
"473","Sam Steel","DAL","C","77","860.05","7","13","11","2","20","68.97"
"518","Michael Eyssimont","T.B","C","81","912.75","9","11","7","4","20","58.82"
"536","Mario Ferraro","S.J","D","78","1448.7166666667","3","17","9","8","20","37.74"
"555","Gabriel Vilardi","WPG","C","47","624.85","12","8","7","1","20","55.56"
"572","Ryan Poehling","PHI","C","77","935.48333333333","7","13","9","4","20","62.50"
"576","Alexandre Texier","CBJ","C","78","972.4","8","12","8","4","20","52.63"
"582","Neal Pionk","WPG","D","82","1360.95","4","16","4","12","20","34.48"
"586","Eetu Luostarinen","FLA","C","82","988.5","8","12","7","5","20","64.52"
"597","Nick Perbix","T.B","D","77","1230.15","0","20","9","11","20","35.71"
"627","K'Andre Miller","NYR","D","80","1456.3166666667","7","13","4","9","20","35.71"
"633","Jack Drury","CAR","C","74","790.9","6","14","7","7","20","62.50"
"655","Michael Kesselring","ARI","D","65","986.7","5","15","6","9","20","39.22"
"669","Paul Cotter","VGK","C","76","919.16666666667","5","15","10","5","20","64.52"
"759","Tye Kartye","SEA","L","77","875.21666666667","11","9","4","5","20","71.43"
"804","Alex Laferriere","L.A","R","81","999.95","12","8","4","4","20","60.61"
"27","Cal Clutterbuck","NYI","R","82","798.76666666667","7","12","8","4","19","65.52"
"96","Craig Smith","DAL","C","75","749.03333333333","10","9","4","5","19","67.86"
"105","Nic Dowd","WSH","C","64","791.41666666667","11","8","5","3","19","73.08"
"107","Brenden Dillon","WPG","D","77","1222.9833333333","8","11","3","8","19","35.85"
"181","Joel Armia","MTL","R","66","781.55","14","5","3","2","19","55.88"
"235","Erik Gustafsson","NYR","D","76","1152.0666666667","5","14","8","6","19","41.30"
"326","Sonny Milano","WSH","L","49","557.2","12","7","4","3","19","76.00"
"366","Pierre Engvall","NYI","L","74","1004.7","7","12","8","4","19","52.78"
"386","Jordan Greenway","BUF","L","67","862.48333333333","8","11","5","6","19","52.78"
"445","Matt Roy","L.A","D","81","1390.4333333333","5","14","9","5","19","29.69"
"607","Sean Durzi","ARI","D","76","1294.95","4","15","7","8","19","33.33"
"628","Filip Zadina","S.J","R","72","847.21666666667","10","9","5","4","19","79.17"
