"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"383","Miles Wood","N.J","L","3","38.75","0","0","0","0","0","-"
"396","Remi Elie","T.B","L","1","9.7333333333333","0","0","0","0","0","-"
"399","Dillon Heatherington","OTT","D","9","93.366666666667","0","0","0","0","0","0.00"
"401","Justin Bailey","VAN","R","14","108.08333333333","0","0","0","0","0","0.00"
"402","Madison Bowey","VAN","D","2","25.75","0","0","0","0","0","-"
"425","Frederik Gauthier","N.J","C","8","65.966666666667","0","0","0","0","0","-"
"427","Dakota Mermis","MIN","D","2","27.4","0","0","0","0","0","0.00"
"429","Brandon Baddock","MTL","L","1","7.4333333333333","0","0","0","0","0","-"
"444","Michael Dal Colle","NYI","L","1","13.733333333333","0","0","0","0","0","0.00"
"466","Ryan MacInnis","BUF","C","1","10","0","0","0","0","0","-"
"478","Chase De Leo","N.J","C","2","16.3","0","0","0","0","0","-"
"480","Austin Poganski","WPG","R","16","146.16666666667","0","0","0","0","0","0.00"
"489","CJ Suess","WPG","L","3","16.516666666667","0","0","0","0","0","-"
"492","Anthony Angello","PIT","R","4","26.516666666667","0","0","0","0","0","0.00"
"505","Darren Raddysh","T.B","D","4","41.266666666667","0","0","0","0","0","0.00"
"508","Vladimir Tkachev","L.A","L","4","44.383333333333","0","0","0","0","0","-"
"527","Brendan Guhle","ANA","D","6","85.633333333333","0","0","0","0","0","0.00"
"540","Glenn Gawdin","CGY","C","2","18.2","0","0","0","0","0","-"
"550","Guillaume Brisebois","VAN","D","1","4.2166666666667","0","0","0","0","0","-"
"559","Blake Speers","ARI","C","2","17.716666666667","0","0","0","0","0","-"
"561","Zach Senyshyn","OTT","R","2","13.05","0","0","0","0","0","-"
"562","Chase Pearson","DET","C","3","20.266666666667","0","0","0","0","0","0.00"
"579","Kevin Stenlund","CBJ","C","3","22.583333333333","0","0","0","0","0","-"
"589","Christian Jaros","N.J","D","11","116.91666666667","0","0","0","0","0","0.00"
"593","Brett Seney","TOR","L","2","13.55","0","0","0","0","0","-"
"600","Kole Sherwood","NSH","R","1","8.1333333333333","0","0","0","0","0","-"
"607","Andrew Poturalski","CAR","C","2","17.233333333333","0","0","0","0","0","-"
"608","Dan Renouf","DET","D","4","55.266666666667","0","0","0","0","0","0.00"
"614","Joey Anderson","TOR","R","5","42.933333333333","0","0","0","0","0","0.00"
"617","Maxime Lajoie","CAR","D","5","56.716666666667","0","0","0","0","0","0.00"
"619","Wade Allison","PHI","R","1","7.0833333333333","0","0","0","0","0","-"
"639","Olli Juolevi","DET, FLA","D","18","218","0","0","0","0","0","0.00"
"643","Tim Gettinger","NYR","L","8","73.183333333333","0","0","0","0","0","0.00"
"646","William Lockwood","VAN","R","13","144.91666666667","0","0","0","0","0","0.00"
"647","Max Jones","ANA","L","2","17.333333333333","0","0","0","0","0","-"
"656","Connor Bunnaman","PHI","C","15","143.66666666667","0","0","0","0","0","0.00"
"669","Sean Day","T.B","D","2","19.916666666667","0","0","0","0","0","0.00"
"676","Jacob MacDonald","COL","D","8","73.65","0","0","0","0","0","0.00"
"678","Anthony Greco","NYR","R","1","9.7333333333333","0","0","0","0","0","-"
"696","Tanner Laczynski","PHI","C","1","9.1666666666667","0","0","0","0","0","-"
"698","Mikhail Maltsev","COL","L","18","136.36666666667","0","0","0","0","0","0.00"
"701","Rhett Gardner","DAL","C","4","32.416666666667","0","0","0","0","0","-"
"702","Michael Eyssimont","WPG","C","1","5.8166666666667","0","0","0","0","0","-"
"703","Chase Priskie","FLA","D","4","53.15","0","0","0","0","0","0.00"
"713","Kristians Rubins","TOR","D","3","33.983333333333","0","0","0","0","0","0.00"
"720","Mason Shaw","MIN","C","3","26.966666666667","0","0","0","0","0","-"
"726","Conor Timmins","ARI","D","6","93.216666666667","0","0","0","0","0","0.00"
"729","Cale Fleury","SEA","D","9","126.96666666667","0","0","0","0","0","0.00"
"734","Jaret Anderson-Dolan","L.A","C","7","90.433333333333","0","0","0","0","0","-"
"760","Aleksi Heponiemi","FLA","C","6","81.466666666667","0","0","0","0","0","-"
"762","Dmitri Samorukov","EDM","D","1","2.4666666666667","0","0","0","0","0","-"
"767","Jack Rathbone","VAN","D","9","115.26666666667","0","0","0","0","0","0.00"
"768","Pierre-Olivier Joseph","PIT","D","4","68.866666666667","0","0","0","0","0","0.00"
"773","Ian Mitchell","CHI","D","8","86.183333333333","0","0","0","0","0","0.00"
"779","C.J. Smith","CAR","L","1","9.3","0","0","0","0","0","-"
"780","Mike Vecchione","WSH","R","1","5.1","0","0","0","0","0","-"
"790","Johnathan Kovacevic","WPG","D","4","41.783333333333","0","0","0","0","0","0.00"
"798","Jakub Galvas","CHI","D","6","87.966666666667","0","0","0","0","0","0.00"
"799","Ben Jones","VGK","C","2","15.883333333333","0","0","0","0","0","0.00"
"803","Wyatt Kalynuk","CHI","D","5","57.6","0","0","0","0","0","0.00"
"809","Alexander True","SEA","C","8","65.4","0","0","0","0","0","0.00"
"815","Joey Keane","CAR","D","1","13.616666666667","0","0","0","0","0","-"
"820","Sheldon Rempal","VAN","R","1","9.1833333333333","0","0","0","0","0","-"
"832","Nicolas Beaudin","CHI","D","2","11.466666666667","0","0","0","0","0","-"
"835","Martin Kaut","COL","R","6","42.416666666667","0","0","0","0","0","0.00"
"836","Alexander Alexeyev","WSH","D","1","9.9666666666667","0","0","0","0","0","-"
"842","Filip Hallander","PIT","C","1","5.8666666666667","0","0","0","0","0","-"
"843","Grigori Denisenko","FLA","L","1","14.333333333333","0","0","0","0","0","-"
"845","Sampo Ranta","COL","L","10","91.633333333333","0","0","0","0","0","0.00"
"847","Ty Dellandrea","DAL","C","1","10.616666666667","0","0","0","0","0","-"
"849","Liam Foudy","CBJ","C","1","11.083333333333","0","0","0","0","0","-"
"851","Cameron Hillis","MTL","C","1","9.2333333333333","0","0","0","0","0","-"
"865","Jordan Gross","COL","D","1","8.3166666666667","0","0","0","0","0","-"
"871","Declan Chisholm","WPG","D","2","25.866666666667","0","0","0","0","0","0.00"
"872","Hunter Drew","ANA","D","2","19.716666666667","0","0","0","0","0","-"
"875","David Gustafsson","WPG","C","2","4.9333333333333","0","0","0","0","0","-"
"883","Egor Sokolov","OTT","L","8","75.733333333333","0","0","0","0","0","0.00"
"885","Cole Reinhardt","OTT","L","1","8.5833333333333","0","0","0","0","0","-"
"888","Brayden Pachal","VGK","D","2","19.516666666667","0","0","0","0","0","-"
"889","Egor Zamula","PHI","D","10","149.61666666667","0","0","0","0","0","0.00"
"891","Samuel Fagemo","L.A","L","4","47.716666666667","0","0","0","0","0","0.00"
"897","Jon Lizotte","MIN","D","1","13.316666666667","0","0","0","0","0","0.00"
"904","Kaedan Korczak","VGK","D","1","15.216666666667","0","0","0","0","0","-"
"906","Brayden Tracey","ANA","L","1","9.35","0","0","0","0","0","-"
"907","Alex Turcotte","L.A","C","8","86.483333333333","0","0","0","0","0","0.00"
"914","Adam Beckman","MIN","L","3","26.5","0","0","0","0","0","-"
"915","Artemi Kniazev","S.J","D","1","11.4","0","0","0","0","0","-"
"929","Shane Pinto","OTT","C","5","52.283333333333","0","0","0","0","0","0.00"
"931","Victor Soderstrom","ARI","D","16","230.13333333333","0","0","0","0","0","0.00"
"933","Pavel Dorofeyev","VGK","L","2","13","0","0","0","0","0","-"
"941","Cole Schwindt","FLA","C","3","41.516666666667","0","0","0","0","0","-"
"943","Viktor Lodin","OTT","C","1","8.85","0","0","0","0","0","-"
"949","Tyce Thompson","N.J","R","2","26.216666666667","0","0","0","0","0","-"
"950","Bryce Kindopp","ANA","R","1","6.1","0","0","0","0","0","-"
"951","Ben McCartney","ARI","L","2","26.683333333333","0","0","0","0","0","0.00"
"952","Zachary Hayes","VGK","D","3","31.716666666667","0","0","0","0","0","-"
"954","Brandon Biro","BUF","L","1","11.716666666667","0","0","0","0","0","-"
"955","Cole Smith","NSH","L","8","64.516666666667","0","0","0","0","0","0.00"
"957","Mitchell Chaffee","MIN","R","2","14.9","0","0","0","0","0","0.00"
"958","Jack Ahcan","BOS","D","6","88.783333333333","0","0","0","0","0","-"
"961","Marco Rossi","MIN","C","2","24","0","0","0","0","0","-"
"977","Jacob Perreault","ANA","R","1","9.95","0","0","0","0","0","-"
"978","JJ Peterka","BUF","R","2","30.05","0","0","0","0","0","0.00"
"979","Isaak Phillips","CHI","D","4","46.15","0","0","0","0","0","0.00"
"980","Adam Raska","S.J","R","5","38.05","0","0","0","0","0","0.00"
"983","Linus Sandin","PHI","R","1","6.6833333333333","0","0","0","0","0","-"
"985","Jeff Malott","WPG","L","1","4.1","0","0","0","0","0","-"
"991","Walker Duehr","CGY","R","1","8.7833333333333","0","0","0","0","0","-"
"1000","Kirill Semyonov","TOR","C","3","27.15","0","0","0","0","0","0.00"
